epoch_in_phase,train_bd,train_res,test_full
1,0.5947473115391202,12.325400073495176,2.0078142166137694
2,0.494976896709866,3.4616679880354138,3.5774131774902345
3,0.31567919651667276,1.4862747655974493,4.085384368896484
4,0.23064846595128377,0.9610055221451653,4.684243011474609
5,0.27066203355789187,0.8447972867223952,4.183605194091797
6,0.20140103234185114,0.4693933692243364,3.689640426635742
7,0.19838111797968547,0.33028263847033185,3.7039421081542967
8,0.22202246387799582,0.3668299830622143,3.496087646484375
9,0.1811134550306532,0.3856826192802853,3.1830095291137694
10,0.1701115608215332,0.32797746029165054,3.361894989013672
11,0.14016535613271924,0.2761532531844245,3.3212894439697265
12,0.10231276883019341,0.17246715227762857,3.2891281127929686
13,0.11255583233303494,0.15076673527558646,3.2858333587646484
14,0.12903139326307508,0.19795232266187668,3.168906593322754
15,0.15300792985492281,0.23449243439568412,3.217926025390625
16,0.15893010563320584,0.2120795821150144,3.132335090637207
17,0.1495231144958072,0.2849736015001933,3.187595748901367
18,0.11128581828541226,0.18762140803866917,3.1535106658935548
19,0.1272598193751441,0.1618177882499165,2.907459259033203
20,0.1295307993888855,0.20899975879324806,3.040004920959473
21,0.08734234207206303,0.11934872302744123,3.032822036743164
22,0.08835575117005243,0.10348079974452655,3.026537322998047
23,0.071596093972524,0.10319188402758704,3.064090347290039
24,0.08529354201422798,0.09552761912345886,2.9264957427978517
25,0.07775161763032278,0.132472962141037,2.8685169219970703
26,0.1118537962436676,0.14217070986827215,2.9557350158691404
27,0.0844653500450982,0.09847519215610293,2.8963823318481445
28,0.07822143104341295,0.11932614487078455,2.9037054061889647
29,0.06559734278255039,0.11054891430669361,2.873965835571289
30,0.0701771510971917,0.0998974016143216,2.8692398071289062
31,0.07593206597699059,0.09909183242254788,2.8285888671875
32,0.05947674910227458,0.08011557079023784,2.8765796661376952
33,0.05176283021767934,0.06255936250090599,2.8817375183105467
34,0.061929887533187865,0.08513016667630938,2.8500953674316407
35,0.05261637303564284,0.08780690862072839,2.850239562988281
36,0.07319131162431505,0.07411762554612425,2.8190078735351562
37,0.05110884706179301,0.07164810308151776,2.837668228149414
38,0.06647604273425209,0.10833561379048559,2.797841453552246
39,0.049861455294821,0.07029543196161588,2.7829620361328127
40,0.06863466103871664,0.10522095155384806,2.7390331268310546
41,0.06372964878877004,0.08204489242699411,2.7444778442382813
42,0.04772708084848192,0.059087786823511124,2.8026473999023436
43,0.05670441256629096,0.07342928192681736,2.7788158416748048
44,0.03811847335762448,0.06116172712710169,2.791189956665039
45,0.047201649679077994,0.048417088058259755,2.7619091033935548
46,0.04356387952963511,0.05806932453480032,2.749504280090332
47,0.05345945159594218,0.08866950476335154,2.764240264892578
48,0.059243750903341504,0.07435667266448338,2.7539669036865235
49,0.04786432021194034,0.06334238996108373,2.7748573303222654
50,0.06060918768246969,0.09819460494650735,2.788809394836426
51,0.056677699751324126,0.06279557198286057,2.797834014892578
52,0.05261003275712331,0.07882206762830417,2.7672988891601564
53,0.042103181613816154,0.06774281379249361,2.773415756225586
54,0.037360805769761404,0.05242052198284202,2.781437301635742
55,0.04559281054470274,0.05436692718002531,2.8302894592285157
56,0.03606294393539429,0.047823984175920486,2.765201950073242
57,0.052321443955103554,0.08189395939310391,2.7593217849731446
58,0.036766184369723,0.04393064168592294,2.748566436767578
59,0.03912794159518348,0.06297946472962697,2.7876209259033202
60,0.044378982815477586,0.0714193040298091,2.738943099975586
61,0.045802086757289036,0.059658588013715215,2.7283735275268555
62,0.03747852113511827,0.04735172622733646,2.7802501678466798
63,0.0382459455066257,0.06635442355440722,2.750117301940918
64,0.03904917306370205,0.07340861029095119,2.7625301361083983
65,0.0414371712340249,0.06688561269806491,2.7434982299804687
66,0.03369328065050973,0.05539723465012179,2.7597190856933596
67,0.040285786655214095,0.06053007932172881,2.746821975708008
68,0.031757078899277584,0.05014564345280329,2.762383460998535
69,0.03141788906521267,0.0370266062931882,2.758624458312988
70,0.04741962833536996,0.0926915527217918,2.741669464111328
71,0.029456145233578153,0.04455010427369012,2.7468845367431642
72,0.03016664120886061,0.048962263183461294,2.7653207778930664
73,0.031235298845503065,0.042971296649840146,2.7423343658447266
74,0.03660330358478758,0.055441240262654096,2.7525762557983398
75,0.03721915781497955,0.07738515693280432,2.737622833251953
76,0.036265878710481855,0.05442832617296113,2.729466438293457
77,0.03876882510052787,0.06717516564660603,2.759238624572754
78,0.03690885570314195,0.06407801351613468,2.7581998825073244
79,0.04061296400096681,0.08647775774200757,2.752175521850586
80,0.034161689877510074,0.05457899264163441,2.764809799194336
81,0.030479262934790717,0.04036429358853234,2.7625909805297852
82,0.030226259264681074,0.055557440138525434,2.7657222747802734
83,0.02967561682065328,0.04700504740079244,2.753903388977051
84,0.036018855538633134,0.06053334598739942,2.7871978759765623
85,0.04167957736386193,0.07745076053672367,2.772730255126953
86,0.04328004767497381,0.08660534148414929,2.7255598068237306
87,0.03207481768396166,0.045859301255808935,2.731067085266113
88,0.031808892554706994,0.05261011028455363,2.7312950134277343
89,0.03708546029196845,0.07530930224392149,2.7386369705200195
90,0.05150757034619649,0.09877432924177912,2.775642967224121
91,0.03999677664703793,0.06083992020123535,2.7640642166137694
92,0.04295026775863436,0.06235870636171765,2.744969940185547
93,0.036722298959891,0.05123392885757817,2.7691864013671874
94,0.030532788899209764,0.061954211029741496,2.7579219818115233
95,0.0460601677497228,0.0782233319348759,2.740131950378418
96,0.029928232232729595,0.038824194421370826,2.746024322509766
97,0.03666986227035522,0.06150033138692379,2.734325408935547
98,0.03220358259148068,0.05012076596419016,2.7427383422851563
99,0.029883260031541188,0.04549429855412907,2.7318288803100588
100,0.04070803572734197,0.07942551829748684,2.7738487243652346
