epoch_in_phase,train_bd,train_full,test_full,test_step,train_res
1,0.5262102829292417,0.8726320490241051,0.6974382996559143,0.6887690007686615,3.553728935867548
2,0.6551500502973795,0.5900229439139366,0.358953058719635,0.3404982417821884,1.0178171327337622
3,0.4182468544691801,0.3783367648720741,0.2929834723472595,0.2820970267057419,0.33953690342605114
4,0.37332428675144913,0.33348605781793594,0.31442511081695557,0.30374003350734713,0.14698990238830448
5,0.29641090109944346,0.30073754861950874,0.2562881410121918,0.24653701335191727,0.1433420264860615
6,0.274771635979414,0.2749983314424753,0.2835441827774048,0.2727311223745346,0.10015026011969894
7,0.26683368124067786,0.2856470160186291,0.2563076913356781,0.2447874903678894,0.1067126149777323
8,0.2480924880132079,0.26933741569519043,0.24177098274230957,0.23059399873018266,0.08801723928190767
9,0.2306433219462633,0.2540821321308613,0.25414758920669556,0.24058474898338317,0.07532027161214501
10,0.21592354737222194,0.24424832873046398,0.27217862010002136,0.2557231307029724,0.07120199257042259
11,0.21514580603688954,0.2455535028129816,0.26043248176574707,0.24162862151861192,0.07156960524152964
12,0.20826096851378678,0.23772249557077885,0.2604810297489166,0.2412337079644203,0.06671923089306801
13,0.20135936085134745,0.2401785496622324,0.25197523832321167,0.23436039239168166,0.06580297816544771
14,0.19883159790188074,0.2400945033878088,0.2528640925884247,0.23518407642841338,0.06301999002462252
15,0.19291241792961955,0.23989171348512173,0.2550244927406311,0.2373042181134224,0.06216905845794827
16,0.18439162876456977,0.24034551158547401,0.25468164682388306,0.23815013766288756,0.057643440435640514
17,0.16893417332321406,0.23555589653551579,0.25321441888809204,0.23164386451244354,0.05634498309809714
18,0.1627582810819149,0.23002575896680355,0.23263245820999146,0.21514683216810226,0.05333048349712044
19,0.15994971515610815,0.23165586404502392,0.2146323323249817,0.19804327338933944,0.05266359806992114
20,0.16276575857773423,0.22547362931072712,0.2525830864906311,0.23304423838853836,0.05094048694008961
21,0.17818472599610685,0.23815561085939407,0.2071627676486969,0.19229664504528046,0.05448099644854665
22,0.17391196331009268,0.22030578181147575,0.22531266510486603,0.20786773562431335,0.05034625001717359
23,0.15882594985887408,0.21685729175806046,0.22079181671142578,0.20207519605755805,0.04542428895365447
24,0.13977631041780114,0.21424461901187897,0.24124404788017273,0.21967988461256027,0.048846150655299424
25,0.13486308921128512,0.21495640836656094,0.21656668186187744,0.19838828295469285,0.04532231792109087
26,0.13440922731533647,0.2152849342674017,0.2100616842508316,0.19214463904500007,0.044660126231610774
27,0.13981078509241343,0.21176580153405666,0.20757317543029785,0.18903010860085487,0.043901615170761944
28,0.13810806339606643,0.2107052020728588,0.19375786185264587,0.17611062601208688,0.044456096831709146
29,0.13311074795201422,0.20840854197740555,0.2060903012752533,0.1871446415781975,0.04402096428675577
30,0.141354017611593,0.21254128776490688,0.18735955655574799,0.17250356674194336,0.04401677445275709
31,0.13678574692457915,0.20814481563866138,0.20910441875457764,0.19181250929832458,0.04335895874537528
32,0.13528480511158705,0.20979194343090057,0.22110511362552643,0.19986119344830514,0.04291060366667807
33,0.1325564481317997,0.2098710834980011,0.21367956697940826,0.19390757903456687,0.042283243197016415
34,0.12756768204271793,0.20919162966310978,0.19295963644981384,0.17661232277750968,0.04212317084893584
35,0.13605126636102796,0.2100391648709774,0.20635613799095154,0.1887941300868988,0.04226350445533171
36,0.1331439114175737,0.21324413269758224,0.22582708299160004,0.206245718896389,0.04148341703694314
37,0.1319110756739974,0.2152059841901064,0.20407453179359436,0.1869136944413185,0.04188122781924904
38,0.13708875579759477,0.20802802965044975,0.21438857913017273,0.19416114911437035,0.04138687021331862
39,0.13743091356009246,0.20320791006088257,0.2206622064113617,0.1999872863292694,0.04176922508049756
40,0.12536273766309022,0.2208546008914709,0.2192772626876831,0.2005196750164032,0.043971986835822464
41,0.12030627960339188,0.2244175411760807,0.22016741335391998,0.20062954127788543,0.044400375429540874
42,0.10827058739960194,0.2095716241747141,0.1977679431438446,0.18070728927850724,0.03885165984975174
43,0.10338566843420267,0.19932186976075172,0.1969812959432602,0.17926152870059014,0.037769571144599466
44,0.10085474355146289,0.20060951448976994,0.19903239607810974,0.1808724582195282,0.03733938268851489
45,0.09865014515817165,0.2022602055221796,0.19732919335365295,0.17922190874814986,0.03700073320651427
46,0.09615560909733176,0.20153303630650043,0.19915831089019775,0.1807519845664501,0.03674522445071489
47,0.09492104444652796,0.2015583235770464,0.19689974188804626,0.1785053364932537,0.03653220704291016
48,0.09362486116588116,0.19863824173808098,0.19997529685497284,0.18105002194643022,0.03643538354663178
49,0.09372387118637562,0.20040930435061455,0.19603757560253143,0.17734513729810714,0.03607992028119043
50,0.09343718932941555,0.19729595072567463,0.19881725311279297,0.17967803329229354,0.035780613939277825
51,0.09433580683544278,0.19870934076607227,0.19789184629917145,0.17896007597446442,0.03604024234227836
52,0.09940993236377835,0.20047848485410213,0.1888657957315445,0.17126791849732398,0.0361242164275609
53,0.10091398200020193,0.19900618121027946,0.20355376601219177,0.1840214103460312,0.03533840448362753
54,0.10324394423514605,0.19970277696847916,0.19699686765670776,0.17825912535190583,0.03525358830811456
55,0.11022079093381762,0.1955606136471033,0.19780471920967102,0.17883271276950835,0.03592271365923807
56,0.11288643768057227,0.19495359621942043,0.20491674542427063,0.18510706052184106,0.03516326607204974
57,0.11013981830328703,0.20277372002601624,0.19831283390522003,0.17944204434752464,0.034324697486590595
58,0.10128336315974593,0.19598244316875935,0.19650287926197052,0.17761942818760873,0.034849007742013785
59,0.10526717780157924,0.19483178108930588,0.1980474591255188,0.17863856479525567,0.03509954906767234
60,0.10178085761144758,0.19776600040495396,0.20286157727241516,0.18337129652500153,0.03486607734812423
61,0.09674735609441995,0.2021367121487856,0.1888364553451538,0.17103506922721862,0.03376072500832379
62,0.08978220373392105,0.19266801699995995,0.19670656323432922,0.17740174382925034,0.03389318593544886
63,0.08908317470923066,0.194916483014822,0.19441697001457214,0.1756870523095131,0.03321357913082466
64,0.08651838703081012,0.1951194666326046,0.19001919031143188,0.17141947001218796,0.03370390703203156
65,0.08543111849576235,0.19502686522901058,0.19634780287742615,0.17688188552856446,0.033537161024287346
66,0.0846576570533216,0.1949420813471079,0.1910964399576187,0.17233644872903825,0.03353799631586298
67,0.0842677228152752,0.19426441192626953,0.1916845440864563,0.17273748740553857,0.03348478324478492
68,0.08395875338464975,0.1938144527375698,0.1946200430393219,0.17534866482019423,0.03311812095344067
69,0.0833364451304078,0.1933879442512989,0.18935132026672363,0.17059644162654877,0.033305519516579805
70,0.08284916235134006,0.19254446402192116,0.1926884800195694,0.17345560044050218,0.03308247021632269
71,0.08192467968910933,0.19277382269501686,0.19373473525047302,0.17438589110970498,0.03294399746228009
