epoch_global,phase,epoch_in_phase,term_mean,term_median,term_p95,term_max,lr,eta_eff_mean,train_bd,train_res,test_full,cos_m_g,reset_opt
1,full_loss_1,1,0.23737598955631256,0.23051667213439941,0.4068100154399872,0.9932564496994019,0.01,0.002373759895563126,3.337634139590793,34.95153194003635,2.3052143096923827,0.027341065906192945,True
2,full_loss_1,2,0.10591137409210205,0.0930691510438919,0.21563130617141724,1.0729466676712036,0.01,0.0010591137409210205,1.0238193935818143,14.695045736100939,1.5633395195007325,0.01546927063692757,True
3,full_loss_1,3,0.0564541295170784,0.04230893403291702,0.1398385763168335,0.9099604487419128,0.01,0.000564541295170784,0.8169071859783597,6.599210103352864,1.7519500732421875,-0.26919281300901265,True
4,full_loss_1,4,0.04555988684296608,0.02674195170402527,0.1443997025489807,0.8474429249763489,0.01,0.0004555988684296608,0.6125908109876844,3.2017848359213934,1.4994760513305665,-0.14341988447569723,True
5,full_loss_1,5,0.031201614066958427,0.018140679225325584,0.10128843039274216,0.7705215811729431,0.01,0.0003120161406695843,0.4037756443023682,2.3405510584513345,1.3475050926208496,0.5633203951730121,True
6,full_loss_1,6,0.023296058177947998,0.013372865505516529,0.07782456278800964,0.6806238889694214,0.01,0.00023296058177948,0.49454995261298285,2.1844877534442477,1.323253059387207,0.9009966741451501,True
7,full_loss_1,7,0.02227185107767582,0.012650673277676105,0.0758378654718399,0.5957671999931335,0.01,0.0002227185107767582,0.34526606400807697,2.5292040506998696,1.2580941200256348,0.9329828532785236,True
8,full_loss_1,8,0.02000276744365692,0.011423245072364807,0.06754687428474426,0.6899641752243042,0.01,0.00020002767443656923,0.5630305475658841,2.4806503852208457,1.2652234077453612,0.2404292793422135,True
9,full_loss_1,9,0.018596692010760307,0.011167464777827263,0.0606483556330204,0.5907590389251709,0.01,0.00018596692010760307,0.5256499820285373,1.7641826073328655,1.1803987503051758,-0.2205889107719494,True
10,full_loss_1,10,0.020938284695148468,0.012331519275903702,0.06922759860754013,0.7610713839530945,0.005,0.00010469142347574234,0.4351302120420668,1.7092234823438857,0.8902063369750977,-0.5850532800510249,True
11,full_loss_1,11,0.02325078472495079,0.013387046754360199,0.07830425351858139,0.7782483100891113,0.005,0.00011625392362475395,0.3114484601550632,1.2622945110003154,0.8743694305419922,0.0335530976130125,True
12,full_loss_1,12,0.025755075737833977,0.014990314841270447,0.08705123513936996,0.6258485913276672,0.005,0.0001287753786891699,0.2779391262266371,1.0121626456578572,0.8997075080871582,-0.6124580288001644,True
13,full_loss_1,13,0.03040226921439171,0.017244983464479446,0.10461046546697617,0.82151859998703,0.005,0.00015201134607195854,0.246061901251475,0.9093823234240214,0.8095818519592285,0.9265987206091678,True
14,full_loss_1,14,0.017215998843312263,0.010411038994789124,0.05614498257637024,0.5256198644638062,0.005,8.607999421656132e-05,0.26510916153589886,0.9529715875784556,0.8546974182128906,0.6423953115753174,True
15,full_loss_1,15,0.023344257846474648,0.014202251099050045,0.07642216235399246,0.6212658882141113,0.005,0.00011672128923237324,0.18453347418043348,0.6377914845943451,0.77469801902771,0.5104984411534774,True
16,full_loss_1,16,0.019055938348174095,0.011739042587578297,0.061052579432725906,0.4685434401035309,0.005,9.527969174087048e-05,0.13906295233302646,0.6599330504735311,0.7339838027954102,0.39233600857933254,True
17,full_loss_1,17,0.022498363628983498,0.013679420575499535,0.07396954298019409,0.6034149527549744,0.005,0.00011249181814491749,0.16789570185873243,0.4997427033053504,0.7112051963806152,0.5197282584445401,True
18,full_loss_1,18,0.017826739698648453,0.011065454222261906,0.057933956384658813,0.4637969434261322,0.005,8.913369849324227e-05,0.1603199773364597,0.5250711076789432,0.7450062274932862,0.9126610998094719,True
19,full_loss_1,19,0.021424490958452225,0.01325085200369358,0.06908620893955231,0.5919744372367859,0.005,0.00010712245479226112,0.2060651938120524,0.5970688528484769,0.7760358810424804,0.8485059142286321,True
20,full_loss_1,20,0.019781213253736496,0.012127603404223919,0.06487631052732468,0.5298649072647095,0.0025,4.945303313434124e-05,0.16992920372221204,0.6293563180499606,0.7073284149169922,0.3203178848706329,True
21,full_loss_1,21,0.022250665351748466,0.013418317772448063,0.07294338941574097,0.6324092149734497,0.0025,5.562666337937117e-05,0.13415775961346096,0.4498600727981991,0.694115400314331,0.9195511913288105,True
22,full_loss_1,22,0.026331022381782532,0.015836920589208603,0.08645352721214294,0.7056193351745605,0.0025,6.582755595445633e-05,0.14773043261633978,0.4770755039321052,0.6403904914855957,0.5973193988781004,True
23,full_loss_1,23,0.022270753979682922,0.013392388820648193,0.07295387983322144,0.7261602282524109,0.0025,5.5676884949207305e-05,0.18957463502883912,0.4818371898598141,0.7489302635192872,-0.5271517143646365,True
24,full_loss_1,24,0.027848396450281143,0.017037570476531982,0.09162861853837967,0.45731818675994873,0.0025,6.962099112570286e-05,0.14865124622980755,0.38333867655860054,0.6895353317260742,0.7899472817666433,True
25,full_loss_1,25,0.0226493701338768,0.014015969820320606,0.07328467816114426,0.5886991620063782,0.0025,5.6623425334692004e-05,0.14559216035736933,0.464022696018219,0.6896707057952881,0.24101236601513903,True
26,full_loss_1,26,0.023752672597765923,0.014580832794308662,0.07787953317165375,0.5348837375640869,0.0025,5.938168149441481e-05,0.1247591687573327,0.4466789927747514,0.6615278244018554,-0.0066736600499038125,True
27,full_loss_1,27,0.024013491347432137,0.014944560825824738,0.07764380425214767,0.6117227673530579,0.0025,6.003372836858034e-05,0.10820836358600193,0.2819693502452638,0.6458869934082031,0.09641967031503183,True
28,full_loss_1,28,0.019661279395222664,0.012467863038182259,0.0632268637418747,0.3956972360610962,0.0025,4.915319848805666e-05,0.09768347475263807,0.35220591558350456,0.6574947834014893,0.628833088856663,True
29,full_loss_1,29,0.023231899365782738,0.014300160109996796,0.07561194896697998,0.6971977353096008,0.0025,5.807974841445684e-05,0.07819902698198954,0.3190263162056605,0.6874627113342285,0.7349357075400432,True
30,full_loss_1,30,0.023002544417977333,0.014525427483022213,0.07427788525819778,0.4385032653808594,0.00125,2.8753180522471667e-05,0.10664865507019891,0.3082825309700436,0.6347270965576172,0.08512810126744383,True
31,full_loss_1,31,0.027826013043522835,0.01734488271176815,0.09043362736701965,0.6081823706626892,0.00125,3.478251630440354e-05,0.12622334294848972,0.3879053576125039,0.6979101181030274,0.7970732989574649,True
32,full_loss_1,32,0.025785472244024277,0.01587323658168316,0.08419417589902878,0.5706405639648438,0.00125,3.223184030503035e-05,0.08661041988266839,0.25479039715396035,0.675501823425293,0.8803248055017615,True
33,full_loss_1,33,0.02707022987306118,0.016750404611229897,0.08865415304899216,0.5037408471107483,0.00125,3.3837787341326476e-05,0.06929641034868028,0.23013988799519008,0.6885441780090332,0.4433460298494129,True
