stage_from,stage_to,layer,beta1,beta2,lr,eps,delta_median,sigma_median,gnew_median,ratio_num,ratio_den,R_lb,timestamp
full_loss_1,full_loss_2,conv1.fc0.weight,0.9,0.999,0.01,1e-08,0.006387649103999138,0.22648648917675018,0.02080891653895378,2.762702316846332,0.0029068620660477966,91.42726176989065,1775858074.166068
full_loss_1,full_loss_2,conv1.fc0.bias,0.9,0.999,0.01,1e-08,4.649076501550553e-08,6.0076072259107605e-06,9.036739356815815e-08,4.630124190754472,0.00047591282551011664,372.9758788912062,1775858074.166199
full_loss_1,full_loss_2,conv1.conv0.weights1,0.9,0.999,0.01,1e-08,1.7428412320441566e-05,0.002459281589835882,6.777576345484704e-05,2.314333333539501,0.00087193360371464,346.03480539316934,1775858074.1735902
full_loss_1,full_loss_2,conv1.conv1.weights1,0.9,0.999,0.01,1e-08,4.10232059948612e-05,0.0014543618308380246,0.00014743693463969976,2.504181549567797,0.00320738490057989,88.97378227429054,1775858074.1808233
full_loss_1,full_loss_2,conv1.conv2.weights1,0.9,0.999,0.01,1e-08,6.098568701418117e-05,0.0012965785572305322,0.0002302237699041143,2.3840769394583043,0.005617829855086472,52.600638001579604,1775858074.1882632
full_loss_1,full_loss_2,conv1.conv3.weights1,0.9,0.999,0.01,1e-08,8.429963781964034e-05,0.0017237114952877164,0.0003601003554649651,2.1069036082739294,0.006609615982701512,48.696289305597865,1775858074.1954145
full_loss_1,full_loss_2,conv1.w0.weight,0.9,0.999,0.01,1e-08,0.0018422504654154181,0.0579046867787838,0.00506457407027483,3.2737706972790437,0.0027672377034371745,84.55558727775967,1775858074.1958492
full_loss_1,full_loss_2,conv1.w0.bias,0.9,0.999,0.01,1e-08,1.7288778741963995e-10,3.4146702887483116e-07,5.820766091346741e-10,2.6685860183723653,5.3932103055266006e-05,4397.489918239969,1775858074.196104
full_loss_1,full_loss_2,conv1.w1.weight,0.9,0.999,0.01,1e-08,0.002358426572754979,0.07894739508628845,0.00802675448358059,2.644386245470656,0.0032167657081905174,85.3014013673051,1775858074.1964626
full_loss_1,full_loss_2,conv1.w1.bias,0.9,0.999,0.01,1e-08,2.657599418309786e-10,2.499723450455349e-07,6.693881005048752e-10,3.567842977340279,8.472304220276558e-05,2339.295541520339,1775858074.196659
full_loss_1,full_loss_2,conv1.w2.weight,0.9,0.999,0.01,1e-08,0.0018369051394984126,0.06128595396876335,0.007008050102740526,2.359022268785112,0.003617874547530672,82.28745067735986,1775858074.1970072
full_loss_1,full_loss_2,conv1.w2.bias,0.9,0.999,0.01,1e-08,2.312949692884203e-10,3.1485370755035547e-07,5.748006515204906e-10,3.6152350958597426,5.775961856598723e-05,3347.672275917108,1775858074.1971679
full_loss_1,full_loss_2,conv1.w3.weight,0.9,0.999,0.01,1e-08,0.0030274614691734314,0.08034826815128326,0.013760325498878956,1.9801241782253314,0.0054183797907811785,61.9293030990061,1775858074.197511
full_loss_1,full_loss_2,conv1.w3.bias,0.9,0.999,0.01,1e-08,5.667801228348424e-10,3.489464290851174e-07,1.6298145055770874e-09,3.127897800803846,0.0001477731161985967,1565.0684086698936,1775858074.1976604
full_loss_1,full_loss_2,conv1.bn0.weight,0.9,0.999,0.01,1e-08,0.010206489823758602,0.10399428009986877,0.04087939113378525,2.2470591137465092,0.012436902272731169,24.762676386077494,1775858074.1977723
full_loss_1,full_loss_2,conv1.bn0.bias,0.9,0.999,0.01,1e-08,0.009682836942374706,0.08626715838909149,0.03224625438451767,2.7025009304804994,0.011826358471100973,22.83777466979997,1775858074.1978774
full_loss_1,full_loss_2,conv1.bn1.weight,0.9,0.999,0.01,1e-08,0.005929248407483101,0.0697726160287857,0.020007381215691566,2.667177432638138,0.009072406404080349,30.05699632784486,1775858074.1979866
full_loss_1,full_loss_2,conv1.bn1.bias,0.9,0.999,0.01,1e-08,0.004900170490145683,0.060066819190979004,0.01769319921731949,2.4925698211575305,0.009319422233144865,30.72316208672761,1775858074.1980906
full_loss_1,full_loss_2,conv1.bn2.weight,0.9,0.999,0.01,1e-08,0.005255193915218115,0.07774762064218521,0.020813239738345146,2.2724355184144516,0.008469735258663737,36.0793798892217,1775858074.1982024
full_loss_1,full_loss_2,conv1.bn2.bias,0.9,0.999,0.01,1e-08,0.004966000560671091,0.05768679827451706,0.02145686000585556,2.082970436110405,0.011768117285709121,27.56282004848177,1775858074.1983063
full_loss_1,full_loss_2,conv1.bn3.weight,0.9,0.999,0.01,1e-08,0.007798171602189541,0.16177217662334442,0.059008773416280746,1.1893747379462154,0.011540643200894717,39.57763892139775,1775858074.1984117
full_loss_1,full_loss_2,conv1.bn3.bias,0.9,0.999,0.01,1e-08,0.017670128494501114,0.14662866294384003,0.06663806736469269,2.3864911264275976,0.01437873814264306,20.53663492174281,1775858074.1985154
full_loss_1,full_loss_2,conv1.fc1.weight,0.9,0.999,0.01,1e-08,0.0018533525289967656,0.0851006880402565,0.024997802451252937,0.6672655643563415,0.00929364365081884,64.53706342163505,1775858074.1989691
full_loss_1,full_loss_2,conv1.fc1.bias,0.9,0.999,0.01,1e-08,0.002217540517449379,0.07862105220556259,0.03420843556523323,0.583419391348741,0.013766122104131563,45.876726423319184,1775858074.1990843
full_loss_1,full_loss_2,conv1.fc2.weight,0.9,0.999,0.01,1e-08,0.00901245791465044,0.3529984652996063,0.2757205367088318,0.2941823710332334,0.02471232198205147,31.267342152920758,1775858074.199224
full_loss_1,full_loss_2,conv1.fc2.bias,0.9,0.999,0.01,1e-08,0.012082322500646114,0.7456027865409851,0.8194903135299683,0.13269333475984493,0.034773912578669096,25.388327793036627,1775858074.199336
full_loss_2,full_loss_3,conv1.fc0.weight,0.9,0.999,0.01,1e-08,0.0012468481436371803,0.020880190655589104,0.01198495365679264,0.9363101112567337,0.018160138444390624,28.438450236773402,1775858085.831908
full_loss_2,full_loss_3,conv1.fc0.bias,0.9,0.999,0.01,1e-08,8.471408463606167e-09,1.7933470530806517e-07,6.119080353528261e-08,1.2459622329728315,0.010795348002463437,41.14872682446108,1775858085.832041
full_loss_2,full_loss_3,conv1.conv0.weights1,0.9,0.999,0.01,1e-08,2.2175875074026408e-06,2.4189974283217452e-05,6.2686135606782045e-06,3.1838434750508053,0.008198857327933684,29.151837561121667,1775858085.839172
full_loss_2,full_loss_3,conv1.conv1.weights1,0.9,0.999,0.01,1e-08,3.997852672910085e-06,5.364379831007682e-05,8.411571798205841e-06,4.277520378099245,0.004961064610011413,38.193728305440246,1775858085.8463633
full_loss_2,full_loss_3,conv1.conv2.weights1,0.9,0.999,0.01,1e-08,5.435889306681929e-06,7.429967081407085e-05,1.181576317321742e-05,4.140485798712052,0.005031438146789293,38.66352099379682,1775858085.8536081
full_loss_2,full_loss_3,conv1.conv3.weights1,0.9,0.999,0.01,1e-08,8.548066034563817e-06,9.62497215368785e-05,2.1118299628142267e-05,3.6429348964070494,0.006941873846638221,31.026248575436128,1775858085.8608341
full_loss_2,full_loss_3,conv1.w0.weight,0.9,0.999,0.01,1e-08,0.00014651425590272993,0.0037484741769731045,0.0011745174415409565,1.1226979313920133,0.00991339024769246,47.521434844392644,1775858085.861248
full_loss_2,full_loss_3,conv1.w0.bias,0.9,0.999,0.01,1e-08,3.011674590269742e-11,2.887524708228284e-08,8.913048077374697e-11,3.0073146264990074,9.765685992204578e-05,1349.2707370048502,1775858085.861412
full_loss_2,full_loss_3,conv1.w1.weight,0.9,0.999,0.01,1e-08,0.00026792031712830067,0.005191204138100147,0.0012846568133682013,1.8769859990511035,0.007829540465844708,44.394170035112516,1775858085.8617244
full_loss_2,full_loss_3,conv1.w1.bias,0.9,0.999,0.01,1e-08,3.660239472624838e-11,2.945031418732924e-08,1.000444171950221e-10,3.2601657932316153,0.00010747450057979366,1248.28048694475,1775858085.861842
full_loss_2,full_loss_3,conv1.w2.weight,0.9,0.999,0.01,1e-08,0.00032302760519087315,0.005853590089827776,0.0014775334857404232,1.9676362483881975,0.00798605471298762,42.19461416769521,1775858085.8621159
full_loss_2,full_loss_3,conv1.w2.bias,0.9,0.999,0.01,1e-08,5.019972285080776e-11,3.0091097613649254e-08,1.4370016288012266e-10,3.1223012929955245,0.00015108524541311127,1043.173877195957,1775858085.8622315
full_loss_2,full_loss_3,conv1.w3.weight,0.9,0.999,0.01,1e-08,0.0007550432928837836,0.012397369369864464,0.004043362103402615,1.6806285117414772,0.01031882747422899,36.15205619354061,1775858085.8627245
full_loss_2,full_loss_3,conv1.w3.bias,0.9,0.999,0.01,1e-08,1.3742741666877833e-10,2.858789294180042e-08,6.257323548197746e-10,1.9734847586968398,0.0006924820640277957,414.7115729997955,1775858085.8630524
full_loss_2,full_loss_3,conv1.bn0.weight,0.9,0.999,0.01,1e-08,0.0015117612201720476,0.023067569360136986,0.007806804962456226,1.7428193794052276,0.010707516449304809,34.049758340772996,1775858085.863374
full_loss_2,full_loss_3,conv1.bn0.bias,0.9,0.999,0.01,1e-08,0.0010034211445599794,0.02114379219710827,0.007004405837506056,1.289301406750863,0.010481071298016217,41.676509715230694,1775858085.8636699
full_loss_2,full_loss_3,conv1.bn1.weight,0.9,0.999,0.01,1e-08,0.0022143905516713858,0.020134899765253067,0.00699722720310092,2.848201778178966,0.010994962685058117,23.634607758242126,1775858085.8639777
full_loss_2,full_loss_3,conv1.bn1.bias,0.9,0.999,0.01,1e-08,0.0015382836572825909,0.017856568098068237,0.010813646018505096,1.2802853811352093,0.019159819372452393,22.888607978140488,1775858085.8643308
full_loss_2,full_loss_3,conv1.bn2.weight,0.9,0.999,0.01,1e-08,0.0023906102869659662,0.029289787635207176,0.01956458017230034,1.099716548584864,0.021133506707441536,22.53552912265685,1775858085.8646648
full_loss_2,full_loss_3,conv1.bn2.bias,0.9,0.999,0.01,1e-08,0.0019385769264772534,0.02573155052959919,0.012383773922920227,1.4088752302393592,0.01522664821221887,27.263485365125554,1775858085.8649433
full_loss_2,full_loss_3,conv1.bn3.weight,0.9,0.999,0.01,1e-08,0.011714315041899681,0.12983855605125427,0.1119280457496643,0.9419340315469719,0.027274230090659553,18.880479806918476,1775858085.8651745
full_loss_2,full_loss_3,conv1.bn3.bias,0.9,0.999,0.01,1e-08,0.012111777439713478,0.11036211252212524,0.044227927923202515,2.464641733708054,0.012679258145188962,22.763960463835488,1775858085.8653877
full_loss_2,full_loss_3,conv1.fc1.weight,0.9,0.999,0.01,1e-08,0.000749104015994817,0.03370916098356247,0.004249907564371824,1.5863724187524775,0.003988860029058462,96.93042795058166,1775858085.8659997
full_loss_2,full_loss_3,conv1.fc1.bias,0.9,0.999,0.01,1e-08,0.0016127245035022497,0.04940001666545868,0.006691277027130127,2.1691704693291296,0.00428547702387571,73.63007146111708,1775858085.8662808
full_loss_2,full_loss_3,conv1.fc2.weight,0.9,0.999,0.01,1e-08,0.0043953824788331985,0.6503259539604187,0.05299195647239685,0.7464989961138352,0.002578078417956331,222.0933397647406,1775858085.8665285
full_loss_2,full_loss_3,conv1.fc2.bias,0.9,0.999,0.01,1e-08,0.028442226350307465,1.402044653892517,0.16601617634296417,1.5418981619141108,0.003746328163481088,105.01130012056423,1775858085.866758
