epoch_in_phase,train_bd,train_full,test_full,test_step,train_res
1,0.014625490573234857,0.04973273817449808,0.0776083692908287,0.07321917600929737,0.044459281186573205
2,0.015231244568713009,0.0498721853364259,0.07710921764373779,0.07275100834667683,0.04363121541682631
3,0.014307610288960859,0.049602827057242393,0.07735991477966309,0.07318255826830863,0.04245362218935043
4,0.0147193836979568,0.049643727485090494,0.07826073467731476,0.07408817633986473,0.04287925825919956
5,0.01448020818643272,0.049882635939866304,0.07774101197719574,0.07344902865588665,0.042322637815959754
6,0.014574205875396729,0.05006000865250826,0.07977473735809326,0.07563733719289303,0.04185743469279259
7,0.01535406472394243,0.04973155492916703,0.07791118323802948,0.0735668446868658,0.04152804019395262
8,0.015340624743839727,0.04924371279776096,0.07831910252571106,0.07407879941165448,0.0413900624262169
9,0.014837779523804783,0.04886589478701353,0.07914623618125916,0.0750490453094244,0.04055086374282837
10,0.015302583912853152,0.0486979391425848,0.07674989104270935,0.07258025743067265,0.04076441053766757
11,0.014740334544330835,0.04901522397994995,0.0767611563205719,0.07246866934001446,0.041159306396730246
12,0.015381802077172324,0.048923627473413944,0.07742466032505035,0.07312094159424305,0.04075700545217842
13,0.014777971286093816,0.04947748314589262,0.08020967245101929,0.07611467018723488,0.04008723706938326
14,0.014540984143968672,0.049014868680387735,0.08014127612113953,0.076072359085083,0.0399735567625612
15,0.015028121892828494,0.04953728476539254,0.07790105789899826,0.07373860701918603,0.03984035558532924
16,0.01483243766706437,0.04881865857169032,0.07642298936843872,0.07211862914264203,0.03979067513719201
17,0.015900409419555218,0.04868259746581316,0.07698364555835724,0.07271898463368416,0.03959433292038739
18,0.015013983950484543,0.04851315263658762,0.07894925773143768,0.07481140717864036,0.038994168117642405
19,0.015218638413352891,0.048646626994013786,0.07685662806034088,0.07274133265018463,0.03910048769321293
20,0.014842899277573452,0.048795539885759354,0.07699254155158997,0.07272844575345516,0.039226550096645954
21,0.01498163880314678,0.048913484904915094,0.07631513476371765,0.0720221895724535,0.03884268435649574
22,0.01459107204573229,0.04839959880337119,0.07561376690864563,0.0714010626077652,0.0387150663882494
23,0.014871884550666436,0.04857448348775506,0.07864018529653549,0.07449070066213608,0.03862766476813704
24,0.014908497547730803,0.0488346959464252,0.0774257704615593,0.07320590503513813,0.03848759531974792
25,0.01458314098417759,0.048084669979289174,0.07821120321750641,0.07410057969391345,0.0380164437694475
26,0.014215808315202593,0.048473970498889685,0.07597023248672485,0.07184686809778214,0.03848331104964018
27,0.014628584653837606,0.048164989333599806,0.07655546069145203,0.07242776155471801,0.038179078884422776
28,0.014953272277489304,0.047914134338498116,0.07735905051231384,0.07323007546365261,0.03849465160164982
29,0.015638901863712817,0.04813063167966902,0.07539153099060059,0.07119493000209332,0.03833569677080959
30,0.014433664089301601,0.048352673184126616,0.07565014064311981,0.07132971696555615,0.03783765542320907
31,0.014781154319643974,0.04768743738532066,0.07823215425014496,0.0739742249250412,0.037409341195598245
32,0.0147280816687271,0.04809677600860596,0.07520860433578491,0.07095647156238556,0.037566593289375304
33,0.015045078587718308,0.048972465097904205,0.07685668766498566,0.07276114746928215,0.03787679481320083
34,0.013954331865534186,0.04785830061882734,0.07587216794490814,0.07164225243031978,0.03761174464598298
35,0.014789310772903264,0.04818752594292164,0.07494887709617615,0.07063116654753684,0.03765844514127821
36,0.014699885970912874,0.047552973963320255,0.07500597834587097,0.07062292508780957,0.03726473762653768
37,0.014820843178313226,0.048255691304802895,0.07399318367242813,0.06970721445977687,0.037848044536076486
38,0.014868841355200857,0.04823868116363883,0.07445287704467773,0.07010428942739963,0.03788814346771687
39,0.01509331971174106,0.04790461482480168,0.0762605220079422,0.07201578989624977,0.037241518846713006
40,0.014978875732049346,0.04801292484626174,0.07505074143409729,0.07090461291372777,0.03722042941953987
41,0.014429003413533792,0.0480965506285429,0.07499774545431137,0.07071735262870789,0.03701925934292376
42,0.014181809697765857,0.04816373158246279,0.07745987176895142,0.07332617975771427,0.03738298527896404
43,0.01489536528242752,0.04777403827756643,0.07675538957118988,0.07270215786993503,0.03685434989165515
44,0.015126980817876756,0.04762248881161213,0.07624152302742004,0.07214854173362255,0.03744257384678349
45,0.014795432158280164,0.047869184985756874,0.07803766429424286,0.07398304417729377,0.037206730234902355
46,0.014967487164540216,0.04722211556509137,0.07525483518838882,0.07106288708746433,0.03684463077224791
47,0.014086745731765405,0.04758507711812854,0.07573500275611877,0.0715384155511856,0.036836407333612445
48,0.015126482961932197,0.04696499835699797,0.07454235106706619,0.07020739279687405,0.03639658868778497
49,0.014192471571732312,0.04711116757243872,0.07414659112691879,0.06996668241918087,0.03662771366070956
50,0.014449633134063333,0.0478909183293581,0.0755627378821373,0.07134406864643097,0.03737436893861741
51,0.01414292196277529,0.04731281427666545,0.07379435002803802,0.06937571242451668,0.0365063653094694
52,0.014044160989578813,0.047162453411147,0.07649391889572144,0.0723854299634695,0.036532386834733185
53,0.014481992623768748,0.047871185932308435,0.07425621151924133,0.07002460844814777,0.036957994336262345
54,0.015035628218902275,0.047601270489394665,0.07657018303871155,0.07250438816845417,0.036560069466941056
