epoch_in_phase,train_bd,train_full,test_full,test_step
1,0.48620802331715823,0.6658722124993801,0.2524135112762451,0.2470054343342781
2,0.19355028038844466,0.2707865294069052,0.17987248301506042,0.17817004770040512
3,0.11887774378992617,0.19349482282996178,0.16081491112709045,0.15765787810087203
4,0.11211947398260236,0.17120423913002014,0.16642355918884277,0.1636238992214203
5,0.1028900240547955,0.1540768090635538,0.15798431634902954,0.15408488512039184
6,0.09934609760530293,0.14611275866627693,0.13380587100982666,0.13141746819019318
7,0.08205013228580356,0.13576056901365519,0.1442142128944397,0.14059859961271287
8,0.08604471432045102,0.1380916442722082,0.10011707991361618,0.09810099154710769
9,0.06616711881943046,0.11829955782741308,0.10288937389850616,0.10089518204331398
10,0.0643778127618134,0.1206273240968585,0.09494230896234512,0.09323284924030303
11,0.05692487200722098,0.10412711557000875,0.112010657787323,0.10994548723101616
12,0.05661132493987679,0.10789245646446943,0.1424385905265808,0.13968497514724731
13,0.06291385020595044,0.10768349375575781,0.164242222905159,0.16108004450798036
14,0.061832554172724485,0.10215730499476194,0.12142443656921387,0.11894187480211257
15,0.0656839627539739,0.1049115639179945,0.0984698086977005,0.0966769352555275
16,0.050890238909050825,0.09131645876914263,0.09676628559827805,0.09463974237442016
17,0.05029187614563853,0.09597304835915565,0.08566859364509583,0.08364675343036651
18,0.0593323758803308,0.10377163998782635,0.07281407713890076,0.0711386602371931
19,0.07687093764543533,0.10727552510797977,0.13016349077224731,0.12795299366116525
20,0.06946701728738844,0.10087422374635935,0.11783744394779205,0.1156920462846756
21,0.06232351146172732,0.1024908497929573,0.10494071990251541,0.1025187149643898
22,0.05083409519866109,0.09676185343414545,0.08689163625240326,0.08468108288943768
23,0.040911677991971374,0.08711022511124611,0.11332550644874573,0.11125713884830475
24,0.045291702542454,0.08844762947410345,0.08045214414596558,0.0784419558942318
25,0.04056623310316354,0.0956842377781868,0.08382450044155121,0.08191258125007153
26,0.04565584051888436,0.08896681200712919,0.1259573996067047,0.12348053902387619
27,0.03385221029166132,0.08448196668177843,0.09049022942781448,0.08842161595821381
28,0.031182697974145412,0.08579634316265583,0.08680665493011475,0.08472908958792687
29,0.028187061101198195,0.0889296280220151,0.09997621178627014,0.09772051796317101
30,0.03145547264721245,0.08739778771996498,0.10894326865673065,0.1063767947256565
31,0.03747155170422047,0.08701193332672119,0.10338468849658966,0.10089317187666894
