epoch_in_phase,train_bd,train_res,test_full
1,0.044378658466868934,0.23198299606641135,0.44243636131286623
2,0.039638152718544005,0.20944594177934858,0.4433866500854492
3,0.04979013502597809,0.26072122156620026,0.44335126876831055
4,0.040776193969779544,0.20360512534777322,0.43834376335144043
5,0.037383264303207396,0.21547401282522413,0.43680825233459475
6,0.034801990621619754,0.19807028356525633,0.43415117263793945
7,0.03762638121843338,0.2130163527197308,0.4385672569274902
8,0.03192397918966081,0.19513273735841116,0.4394374847412109
9,0.03726013037893507,0.21464370356665718,0.4400745391845703
10,0.040747755434778,0.24020871685610878,0.44628615379333497
11,0.04397596584426032,0.2249066862795088,0.4400487422943115
12,0.039303362866242725,0.23213517169157663,0.43768625259399413
13,0.030797945625252194,0.18944290942615932,0.43874073028564453
14,0.0384764873319202,0.2107218081752459,0.4404915809631348
15,0.03807130224174923,0.2057802892393536,0.4431863784790039
16,0.04191409018304613,0.2676963441901737,0.4447768211364746
17,0.04614393181271023,0.2220794806877772,0.43875856399536134
18,0.04264574779404534,0.23457875102758408,0.4376096725463867
19,0.03997638324896494,0.19508719940980276,0.4390462875366211
20,0.03982567969295714,0.23086892565091452,0.44260530471801757
21,0.03500565754042732,0.2051660501294666,0.43886985778808596
22,0.042853286696804896,0.2012900991572274,0.4377460956573486
23,0.03876007977459166,0.20280202560954624,0.4347866058349609
24,0.03811901609102885,0.22208833694458008,0.4401597023010254
25,0.04282698300149706,0.2171509282456504,0.4418069839477539
26,0.04047804673512777,0.18238046103053623,0.44086780548095705
27,0.047820796900325355,0.2858881900707881,0.44038639068603513
28,0.03910652581188414,0.18788267175356546,0.44017996788024905
29,0.04615518616305457,0.2731664470500416,0.4459226608276367
30,0.039140513870451185,0.203820730249087,0.4432673454284668
31,0.03605685979127884,0.22877004577053917,0.4381112098693848
32,0.046695830755763584,0.23867318530877432,0.4407222747802734
33,0.037698946230941346,0.19808335105578104,0.4431914329528809
34,0.043125339017974,0.23389389945401085,0.4360692024230957
35,0.040923984183205496,0.20580824381775326,0.4368766784667969
36,0.03528756068812476,0.18751888473828635,0.43605241775512693
37,0.03509039100673464,0.20635002354780832,0.44046945571899415
38,0.040945803125699363,0.22050421271059248,0.4403053283691406
39,0.034770043028725515,0.20777174830436707,0.4371349334716797
40,0.03257728136248059,0.21039379636446634,0.4404151439666748
41,0.04756099730730057,0.27206708159711623,0.44320030212402345
42,0.029073609246148005,0.16294284413258234,0.4396685600280762
43,0.042280846503045824,0.2568083173698849,0.43456134796142576
44,0.05457992454369863,0.25110913150840336,0.44361228942871095
45,0.03493250062068303,0.1685802944832378,0.44509077072143555
46,0.04147281216250526,0.21948157416449654,0.4357581615447998
47,0.04288010100523631,0.23146850864092508,0.4398317337036133
48,0.03857931329144372,0.21366331974665323,0.439101505279541
49,0.03365559279918671,0.1849258467555046,0.4425190448760986
50,0.041797477338049144,0.19750136468145582,0.44308929443359374
51,0.03845690290133159,0.21398391988542345,0.4414353370666504
52,0.03909896579053667,0.21963927977614933,0.4401431083679199
53,0.05436976088417901,0.30978210104836357,0.44302639961242674
54,0.043650858600934345,0.20662364860375723,0.43602352142333983
55,0.04388345976670583,0.27390743957625496,0.4368738174438477
56,0.03783223281304041,0.18152634468343523,0.43967370986938475
57,0.041318483153978985,0.2065981924533844,0.43732442855834963
58,0.051146914230452645,0.25278531428840423,0.43320064544677733
