epoch_in_phase,train_bd,train_res,test_full
1,1.116583739221096,16.145462445086903,1.9835819244384765
2,0.5640179369184706,3.1410808033413358,1.1465492248535156
3,0.3759455151028103,1.8493369023005168,0.49970712661743166
4,0.3951996207237244,0.8685448898209466,0.5447021961212158
5,0.37853189176983304,1.0245380004247029,0.26898903846740724
6,0.26745137373606365,0.7785675062073601,0.26485433578491213
7,0.2523827658759223,0.6350047157870399,0.27399120330810545
8,0.25575197537740074,0.7479272418551974,0.20582787990570067
9,0.1834677431318495,0.504656583070755,0.1746753215789795
10,0.2567107054922316,0.3878612882561154,0.25676052570343016
11,0.1822640962070889,0.31986884110503727,0.11630597114562988
12,0.12902313669522603,0.3118852741188473,0.1214829444885254
13,0.1412915355629391,0.2061475490530332,0.111244535446167
14,0.11717636320326064,0.24468235092030632,0.1816141724586487
15,0.17616081568929884,0.31272171768877244,0.14748833179473878
16,0.1269180887275272,0.2199921268555853,0.21076302528381347
17,0.145369733704461,0.20540422366725075,0.1084989070892334
18,0.13264320890108744,0.16852329588598675,0.1675969362258911
19,0.20444601641760932,0.28100675923956764,0.20633883476257325
20,0.13865914146105449,0.36774829195605385,0.1416300892829895
21,0.10130753252241347,0.2670885978473557,0.1078149437904358
22,0.08567818469471401,0.14963051676750183,0.10366926193237305
23,0.075744938188129,0.10968988802697924,0.11040520668029785
24,0.10623961753315396,0.12565892479485935,0.13070244789123536
25,0.09095786809921265,0.08740618452429771,0.09909713268280029
26,0.07636516922050052,0.08283892273902893,0.10978870391845703
27,0.09121084279484219,0.09235181328323153,0.09934059381484986
28,0.11208204163445366,0.2007549289200041,0.11259994506835938
29,0.11606577502356635,0.22048791580730015,0.1164095163345337
30,0.14065828323364257,0.21823146525356504,0.17064359188079833
31,0.0947505427731408,0.11331001006894642,0.0964746356010437
32,0.06440046694543626,0.12417747494247225,0.11448662281036377
33,0.09228607714176178,0.11809152447515064,0.08876245021820069
34,0.05969220068719652,0.08350406835476558,0.0965672791004181
35,0.05110573669274648,0.0682088654074404,0.09939540028572083
36,0.061642206377453275,0.10237991395923826,0.10293374061584473
37,0.06322623093922933,0.1034497001932727,0.094234699010849
38,0.060772832896974355,0.08166004800134236,0.09657907485961914
39,0.06359046035342747,0.09374357387423515,0.08505265712738037
40,0.06304307083288828,0.08591325829426448,0.10745923519134522
