stage_from,stage_to,layer,beta1,beta2,lr,eps,delta_median,sigma_median,gnew_median,ratio_num,ratio_den,R_lb,timestamp
full_loss_1,full_loss_2,conv1.fc0.weight,0.9,0.999,0.01,1e-08,0.00508471392095089,0.18759894371032715,0.019772417843341827,2.314457728378101,0.003334622274534362,90.47755718974197,1775857676.846746
full_loss_1,full_loss_2,conv1.fc0.bias,0.9,0.999,0.01,1e-08,8.565687181771864e-08,4.526781140157254e-06,1.5471596270799637e-07,4.982723502751546,0.001081341289302242,154.52099741601654,1775857676.8468645
full_loss_1,full_loss_2,conv1.conv0.weights1,0.9,0.999,0.01,1e-08,2.0117209714953788e-05,0.0018201324855908751,5.4742529755458236e-05,3.3073897924701194,0.0009515664419651223,243.9754450717261,1775857676.8545318
full_loss_1,full_loss_2,conv1.conv1.weights1,0.9,0.999,0.01,1e-08,3.8640508137177676e-05,0.0016473090508952737,0.0001423219800926745,2.443505708427067,0.0027334689711253613,106.23919265535807,1775857676.8622918
full_loss_1,full_loss_2,conv1.conv2.weights1,0.9,0.999,0.01,1e-08,4.6129716793075204e-05,0.0015506260097026825,0.00017978886899072677,2.309194396511256,0.003668368804427057,82.37671994946082,1775857676.8699617
full_loss_1,full_loss_2,conv1.conv3.weights1,0.9,0.999,0.01,1e-08,5.432288890006021e-05,0.0016430180985480547,0.00017449331062380224,2.801860974216569,0.003360111513266633,78.27982904739733,1775857676.8775713
full_loss_1,full_loss_2,conv1.w0.weight,0.9,0.999,0.01,1e-08,0.0011571545619517565,0.06045544520020485,0.004965290892869234,2.097438252897673,0.0025985227834696215,124.2426781763668,1775857676.878056
full_loss_1,full_loss_2,conv1.w0.bias,0.9,0.999,0.01,1e-08,2.2384138986808466e-10,2.97272265470383e-07,5.529727786779404e-10,3.636591158180286,5.885253236447251e-05,3258.1873828587172,1775857676.8782766
full_loss_1,full_loss_2,conv1.w1.weight,0.9,0.999,0.01,1e-08,0.0020661097951233387,0.09105388075113297,0.006972254253923893,2.66699800039249,0.002422657448852051,112.56342782658884,1775857676.878658
full_loss_1,full_loss_2,conv1.w1.bias,0.9,0.999,0.01,1e-08,2.9597643780299165e-10,3.246532571665739e-07,7.130438461899757e-10,3.7305663432861635,6.948841246685417e-05,2778.537084506639,1775857676.8788295
full_loss_1,full_loss_2,conv1.w2.weight,0.9,0.999,0.01,1e-08,0.002266384894028306,0.07874740660190582,0.00856813509017229,2.380618866206973,0.003442447305189306,85.92835213877284,1775857676.8791955
full_loss_1,full_loss_2,conv1.w2.bias,0.9,0.999,0.01,1e-08,3.3533575916067093e-10,2.958285563181562e-07,7.8580342233181e-10,3.835801607854829,8.404069003772042e-05,2269.446939524984,1775857676.8793247
full_loss_1,full_loss_2,conv1.w3.weight,0.9,0.999,0.01,1e-08,0.0026125775184482336,0.08239686489105225,0.007696479558944702,3.055058807458594,0.002955280366588587,83.44573611821623,1775857676.879634
full_loss_1,full_loss_2,conv1.w3.bias,0.9,0.999,0.01,1e-08,5.23098009352907e-10,3.935383858788555e-07,9.313225746154785e-10,5.049627899568831,7.487368058870743e-05,2088.606104304596,1775857676.8797615
full_loss_1,full_loss_2,conv1.bn0.weight,0.9,0.999,0.01,1e-08,0.006870615296065807,0.11809724569320679,0.035442326217889786,1.744680563084362,0.009495103553581788,38.37147433400498,1775857676.8798912
full_loss_1,full_loss_2,conv1.bn0.bias,0.9,0.999,0.01,1e-08,0.006619071122258902,0.09619270265102386,0.030984677374362946,1.9226161169487512,0.010191124504900053,33.57423424687599,1775857676.8800044
full_loss_1,full_loss_2,conv1.bn1.weight,0.9,0.999,0.01,1e-08,0.00989034678786993,0.11376409232616425,0.02463165670633316,3.6137691487202743,0.0068502381941430756,31.64014500675452,1775857676.8801188
full_loss_1,full_loss_2,conv1.bn1.bias,0.9,0.999,0.01,1e-08,0.009736335836350918,0.09087704122066498,0.019464362412691116,4.501921032128028,0.006776465932382571,26.821458274030093,1775857676.880224
full_loss_1,full_loss_2,conv1.bn2.weight,0.9,0.999,0.01,1e-08,0.00628091162070632,0.0921630933880806,0.023800168186426163,2.375117862243563,0.008170342054757576,36.2635916820834,1775857676.8803358
full_loss_1,full_loss_2,conv1.bn2.bias,0.9,0.999,0.01,1e-08,0.006607432384043932,0.07338298857212067,0.01651366800069809,3.601071030995686,0.007119760917725834,30.526404171750304,1775857676.8804555
full_loss_1,full_loss_2,conv1.bn3.weight,0.9,0.999,0.01,1e-08,0.010228624567389488,0.17303895950317383,0.05278481915593147,1.7440169839895494,0.00965122407496399,37.7598973573472,1775857676.8805597
full_loss_1,full_loss_2,conv1.bn3.bias,0.9,0.999,0.01,1e-08,0.019064471125602722,0.15936033427715302,0.039422642439603806,4.352327228925261,0.007826773300632127,23.87121845327614,1775857676.8806581
