epoch_in_phase,train_bd,train_full,test_full,test_step
1,0.4846948582679033,0.4850615970790386,0.494914174079895,0.45175611078739164
2,0.14514720607548953,0.14553523808717728,0.13566571474075317,0.13074639290571213
3,0.09433047277852893,0.09474284760653973,0.13161033391952515,0.1245063416659832
4,0.07288929200731217,0.07384048821404576,0.08791191875934601,0.08439165726304054
5,0.055228061880916356,0.05595206329599023,0.05504650995135307,0.0530579824000597
6,0.05518703898414969,0.05626157857477665,0.06291987001895905,0.060334188118577006
7,0.051872676238417625,0.053215972147881985,0.04932224750518799,0.04746233746409416
8,0.04773124633356929,0.0491649629548192,0.06718876212835312,0.06425122320652008
9,0.044405243801884355,0.04613360529765487,0.042655181139707565,0.04063199795782566
10,0.042682653199881314,0.04543422255665064,0.041296202689409256,0.040056274458765986
11,0.04143911236897111,0.04352685948833823,0.06756894290447235,0.06446801126003265
12,0.0457446782849729,0.046944421250373125,0.055468373000621796,0.05305531993508339
13,0.050494809984229505,0.052753059193491936,0.04804546386003494,0.045734045840799806
14,0.05395946446806192,0.05649308115243912,0.08389788866043091,0.08011875189840793
15,0.05235202182084322,0.05440213205292821,0.06371462345123291,0.060379714518785474
16,0.047009109728969635,0.0484827496111393,0.045719776302576065,0.043815279938280584
17,0.03875457039102912,0.040507988072931767,0.04423113912343979,0.04203224610537291
18,0.04059461581055075,0.042256799060851336,0.05088137835264206,0.04804421737790108
19,0.042508472711779176,0.044749422930181026,0.056213609874248505,0.05368164144456387
20,0.03982667769305408,0.041462954599410295,0.04154510796070099,0.03984744939953089
21,0.03602156217675656,0.03814924857579172,0.0561223030090332,0.053810783103108405
22,0.03602686489466578,0.03841241030022502,0.023092640563845634,0.022284420020878316
23,0.03695715992944315,0.03984516020864248,0.03000524640083313,0.02887877877801657
24,0.032018117688130586,0.03440614207647741,0.025281857699155807,0.02431575022637844
25,0.03072096874238923,0.032884868094697595,0.04692186415195465,0.04493054859340191
26,0.029757053742650898,0.032218698877841234,0.041901301592588425,0.040130152739584445
27,0.03189424158772454,0.03480752417817712,0.03646436333656311,0.034385826997458936
28,0.03318749041063711,0.03607404511421919,0.029535207897424698,0.027944600209593773
29,0.03065702796448022,0.033060400281101465,0.07017281651496887,0.06684019304811954
30,0.030401773855555803,0.03269480913877487,0.043834492564201355,0.04134440161287785
31,0.036945819889660926,0.0393498414196074,0.05611167475581169,0.05319441631436348
32,0.03980091668199748,0.042803596472367644,0.04203028976917267,0.03974742218852043
33,0.03981496253982186,0.042411540634930134,0.044782817363739014,0.042517655342817304
34,0.030832794820889832,0.03314415318891406,0.032485343515872955,0.03095272518694401
35,0.03531921721296385,0.03820785344578326,0.0655725747346878,0.06228481866419315
36,0.030098704260308296,0.03223357815295458,0.026583675295114517,0.025488005578517915
37,0.030922694911714642,0.03339883591979742,0.041997022926807404,0.039609627425670625
38,0.028875109879299997,0.0309918902348727,0.05138552933931351,0.04868805054575205
39,0.030526166630443184,0.033019450260326266,0.04474341869354248,0.04257314819842577
40,0.030223274684976785,0.03333329549059272,0.0387444794178009,0.03653344176709652
41,0.034557510289596395,0.037721049040555954,0.03919301554560661,0.03716148044914007
42,0.03495751944137737,0.038525835145264864,0.031504370272159576,0.02960099224001169
43,0.02918637782568112,0.0324166938662529,0.022109705954790115,0.02136078625917435
44,0.029004163393983616,0.032295725075528026,0.025380954146385193,0.024055440537631513
45,0.02465235844720155,0.027573620434850454,0.024713337421417236,0.02337156720459461
46,0.026028788526309653,0.0292059734929353,0.020963259041309357,0.02006466444581747
