epoch_in_phase,train_bd,train_full,test_full,test_step
1,2.0591247990727424,6.693459486961364,4.406620502471924,4.053378224372864
2,0.4348260851949453,5.491810154914856,2.242814874649048,2.031148135662079
3,0.22206397853791715,4.296270322799683,1.7893107652664184,1.6573022675514222
4,0.15504293818026782,3.588183808326721,1.5212704420089722,1.4296658086776732
5,0.12615376308560372,3.171209418773651,1.3186690092086792,1.2463576650619508
6,0.11096421647816897,2.871275019645691,1.2020369529724122,1.1413886213302613
7,0.10888666152954102,2.6524252772331236,1.075172519683838,1.0265512096881866
8,0.09749072425067425,2.4943780183792112,1.0209606647491456,0.9774140191078186
9,0.09383848886936903,2.3555789589881897,0.9461481451988221,0.910145879983902
10,0.0873700188845396,2.2411038398742678,0.9091341972351075,0.8758328485488892
11,0.08774598164483904,2.1395894289016724,0.8549736142158508,0.8256017661094666
12,0.0827988837659359,2.0579777359962463,0.8170743823051453,0.7910863840579987
13,0.07764816092327237,1.9900695383548737,0.7806609988212585,0.7573245131969452
14,0.07295490894466639,1.928986769914627,0.7620922803878785,0.7396267694234848
15,0.0735188471712172,1.8753271102905273,0.7374636769294739,0.7170912253856659
16,0.07076372159644961,1.8269547760486602,0.7167813897132873,0.6986849379539489
17,0.07010865243151784,1.7850612282752991,0.6956276893615723,0.6793263280391693
18,0.06922031247988343,1.7442613959312439,0.6798618197441101,0.6632640868425369
19,0.06869315514340997,1.7056432366371155,0.6606061697006226,0.6458403313159943
20,0.07049681827425956,1.674615478515625,0.6524824619293212,0.6391939282417297
21,0.060673896186053754,1.6508180260658265,0.6248729825019836,0.6116604387760163
22,0.053759120143949984,1.633029967546463,0.6223114371299744,0.6093386292457581
23,0.055864562317728995,1.615609848499298,0.6143014907836915,0.6014792001247407
24,0.0563067683391273,1.5992891132831573,0.6095402956008911,0.5968525367975235
25,0.05594855917617678,1.584215897321701,0.6062052965164184,0.5935913199186325
26,0.05587133072316647,1.5694718718528748,0.6021659016609192,0.5896751487255096
27,0.05606670141220093,1.555345630645752,0.59765784740448,0.5852562141418457
28,0.055635938365012405,1.5418177127838135,0.5945449471473694,0.5822471624612808
29,0.054296654611825944,1.5287716746330262,0.5935147762298584,0.5815228682756424
30,0.05208665814250708,1.5167498648166657,0.5899546980857849,0.5779962885379791
31,0.05043776812031865,1.5045414030551911,0.5840569019317627,0.572386867403984
32,0.05101593557745218,1.4920726358890533,0.5820920467376709,0.570342116355896
33,0.05044411720708013,1.4792610585689545,0.5778924107551575,0.5663631862401962
34,0.050867980401963,1.4671078443527221,0.5749816775321961,0.5634506231546402
35,0.05049893641844392,1.4558418571949006,0.5721426486968995,0.5606094652414322
36,0.05050199704244733,1.4447388172149658,0.5694116950035095,0.5578779661655426
37,0.05053179308772087,1.4342271566390992,0.5675016880035401,0.5559718352556229
38,0.05038094302639365,1.4240644097328186,0.5649178504943848,0.5534039282798767
39,0.050466327946633104,1.413767111301422,0.5618963718414307,0.5503000354766846
40,0.04971067227423191,1.404164695739746,0.5588841676712036,0.5470609015226364
41,0.04761968694627285,1.3971451997756958,0.5598347902297973,0.5486803460121155
42,0.04671467306092381,1.3923616111278534,0.5591345310211182,0.5479291570186615
43,0.04706077337265015,1.3870167315006257,0.5592843770980835,0.5480332714319229
44,0.047390923239290714,1.3818056166172028,0.5588951945304871,0.5476199889183044
45,0.04780357465147972,1.3766075313091277,0.5587024331092835,0.5473981463909149
46,0.04824292408302426,1.371575665473938,0.5584774255752564,0.5471779721975326
47,0.04874407701194286,1.3665234446525574,0.5583562731742859,0.5470065325498581
48,0.04862815285101533,1.3613909304141998,0.5577835440635681,0.5463542026281357
49,0.0485671416670084,1.356660884618759,0.557502019405365,0.5460117501020432
50,0.04860909333452582,1.3517541229724883,0.557252311706543,0.5456608361005784
51,0.04883478472009301,1.3468410193920135,0.5567036867141724,0.5450810033082962
52,0.04908304058015347,1.342061746120453,0.556361722946167,0.544653594493866
53,0.04892047114670277,1.337331235408783,0.5559821486473083,0.5442278289794922
54,0.04878699032589793,1.3328401505947114,0.5557849407196045,0.543949573636055
55,0.0488745130226016,1.3280715823173523,0.5553762435913085,0.5434763395786285
56,0.048951137978583574,1.3233088254928589,0.5551756024360657,0.543207596540451
57,0.04890886889770627,1.3188275337219237,0.5545390486717224,0.5424909335374832
58,0.04880239687860012,1.3145158886909485,0.5544600009918212,0.542400718331337
59,0.04919597325846553,1.310059243440628,0.5540854811668396,0.542011814713478
60,0.0491661368124187,1.3056339919567108,0.553322696685791,0.5411847239732742
61,0.04674247100949287,1.3015911638736726,0.5450488328933716,0.5324059879779816
62,0.044910892471671106,1.300210189819336,0.5452941179275512,0.5327309119701386
63,0.044160120263695715,1.2979057848453521,0.5453586101531982,0.53279700756073
64,0.04457110768184066,1.2954547584056855,0.5447659015655517,0.5321943575143814
65,0.04454328447580338,1.2929269254207612,0.544737720489502,0.5321482801437378
66,0.044527992196381094,1.2904453456401825,0.5445855379104614,0.5319904142618179
67,0.044573853854089976,1.288022792339325,0.5444636702537536,0.5318426358699798
68,0.04467384500429034,1.2856466352939606,0.5443408966064454,0.5317155343294143
69,0.04476950228214264,1.2832179725170136,0.5443367242813111,0.531675226688385
70,0.04473844749853015,1.2807586252689362,0.5441802382469177,0.5315038037300109
71,0.044737128848209975,1.2785165011882782,0.5442787289619446,0.5315986031293869
72,0.04485162079334259,1.2762361645698548,0.5443926692008972,0.5316980654001235
73,0.044875616319477556,1.273820036649704,0.544462239742279,0.5317653489112854
74,0.04495372328907252,1.2715445101261138,0.5445518255233764,0.5318511605262757
75,0.04502129269763827,1.2691769421100616,0.5445649147033691,0.531831237077713
76,0.04499348448589444,1.2668293833732605,0.5446470379829407,0.531910086274147
77,0.044880669321864845,1.2645438671112061,0.5446604013442993,0.5319189059734345
78,0.04477078445255756,1.2621631622314453,0.5447343826293946,0.5319936019182205
79,0.04461177324876189,1.259841924905777,0.5448463320732116,0.5321096342802047
