stage_from,stage_to,layer,beta1,beta2,lr,eps,delta_median,sigma_median,gnew_median,ratio_num,ratio_den,R_lb,timestamp
full_loss_1,full_loss_2,conv1.fc0.weight,0.9,0.999,0.01,1e-08,0.00451362831518054,0.2341611385345459,0.01035445835441351,3.923204231671526,0.0013990389979941023,145.18519242691792,1775857809.021683
full_loss_1,full_loss_2,conv1.fc0.bias,0.9,0.999,0.01,1e-08,4.198221148499215e-08,3.432575567785534e-06,8.064671419560909e-08,4.6850664911405655,0.0007433334901476217,236.47037958286884,1775857809.0218015
full_loss_1,full_loss_2,conv1.conv0.weights1,0.9,0.999,0.01,1e-08,1.2780321412719786e-05,0.0011036196956411004,2.907816815422848e-05,3.9556442534055396,0.0008336137254956696,242.06614584229345,1775857809.0291636
full_loss_1,full_loss_2,conv1.conv1.weights1,0.9,0.999,0.01,1e-08,2.780264912871644e-05,0.001190827926620841,7.228741014841944e-05,3.461513397466845,0.001920573402285281,116.70419239014751,1775857809.0369225
full_loss_1,full_loss_2,conv1.conv2.weights1,0.9,0.999,0.01,1e-08,3.67066495527979e-05,0.0012083891779184341,9.219209459843114e-05,3.5833857971312133,0.0024138157159928875,90.38766050108187,1775857809.0447817
full_loss_1,full_loss_2,conv1.conv3.weights1,0.9,0.999,0.01,1e-08,4.317600905778818e-05,0.0012626370880752802,0.00010264671436743811,3.7856455526034445,0.0025720758171542467,81.24103002060507,1775857809.0523262
full_loss_1,full_loss_2,conv1.w0.weight,0.9,0.999,0.01,1e-08,0.0005963061121292412,0.05657759681344032,0.0017256070859730244,3.110067784073182,0.0009649719178601517,252.1368490306503,1775857809.0528069
full_loss_1,full_loss_2,conv1.w0.bias,0.9,0.999,0.01,1e-08,1.4351796140399387e-10,3.36229192043902e-07,4.001776687800884e-10,3.219674855192373,3.765593166348975e-05,5292.245021810407,1775857809.0530164
full_loss_1,full_loss_2,conv1.w1.weight,0.9,0.999,0.01,1e-08,0.001165154972113669,0.06609997153282166,0.0035355903673917055,2.965952968639053,0.0016923022249705807,148.99596419249548,1775857809.0533626
full_loss_1,full_loss_2,conv1.w1.bias,0.9,0.999,0.01,1e-08,1.8172593985177343e-10,2.815538664435735e-07,6.984919309616089e-10,2.3381734460003747,7.849023171636799e-05,3357.815886352749,1775857809.0535269
full_loss_1,full_loss_2,conv1.w2.weight,0.9,0.999,0.01,1e-08,0.0010599512606859207,0.06987074017524719,0.0038914158940315247,2.4514371127365733,0.0017620959795671492,164.42598973506145,1775857809.0538352
full_loss_1,full_loss_2,conv1.w2.bias,0.9,0.999,0.01,1e-08,2.7865951213179585e-10,4.289778701149771e-07,6.693881005048752e-10,3.741020473509919,4.936956977900324e-05,3881.0611538951443,1775857809.054007
full_loss_1,full_loss_2,conv1.w3.weight,0.9,0.999,0.01,1e-08,0.0014722372870892286,0.08113154768943787,0.005698508117347956,2.325193771531273,0.002222228260733159,135.33008917762442,1775857809.0543375
full_loss_1,full_loss_2,conv1.w3.bias,0.9,0.999,0.01,1e-08,2.8336000212902945e-10,3.4110826163669117e-07,8.149072527885437e-10,3.1256494049357393,7.558435783593229e-05,2928.632779690922,1775857809.054491
full_loss_1,full_loss_2,conv1.bn0.weight,0.9,0.999,0.01,1e-08,0.0062345657497644424,0.09277887642383575,0.020746737718582153,2.7045742085474296,0.0070748618472171,38.154321570516046,1775857809.0546572
full_loss_1,full_loss_2,conv1.bn0.bias,0.9,0.999,0.01,1e-08,0.004498157650232315,0.07851699739694595,0.011399665847420692,3.551281185816461,0.0045935208708788025,47.83223075710976,1775857809.054815
full_loss_1,full_loss_2,conv1.bn1.weight,0.9,0.999,0.01,1e-08,0.002515073399990797,0.07989386469125748,0.010771408677101135,2.1014577829487355,0.004265562698199352,75.58885938931883,1775857809.054927
full_loss_1,full_loss_2,conv1.bn1.bias,0.9,0.999,0.01,1e-08,0.00207750266417861,0.059632036834955215,0.008405393920838833,2.2244673065265537,0.004459597709958514,69.54186494171988,1775857809.0550332
full_loss_1,full_loss_2,conv1.bn2.weight,0.9,0.999,0.01,1e-08,0.0029915855266153812,0.09689030051231384,0.018843822181224823,1.4288114947792183,0.006153269694039234,66.91141852199914,1775857809.0551488
full_loss_1,full_loss_2,conv1.bn2.bias,0.9,0.999,0.01,1e-08,0.0032678996212780476,0.08142299950122833,0.01572149060666561,1.8707575080165704,0.006108912144271183,57.021627443143046,1775857809.0552533
full_loss_1,full_loss_2,conv1.bn3.weight,0.9,0.999,0.01,1e-08,0.009863074868917465,0.18446601927280426,0.04455947503447533,1.9921166878556404,0.007642596756122847,43.73010569062617,1775857809.0553598
full_loss_1,full_loss_2,conv1.bn3.bias,0.9,0.999,0.01,1e-08,0.008933257311582565,0.18165448307991028,0.03588670492172241,2.240364947892907,0.006250355499069784,49.374345752761414,1775857809.0554628
full_loss_1,full_loss_2,conv1.fc1.weight,0.9,0.999,0.01,1e-08,0.0013311509974300861,0.08752107620239258,0.011923576705157757,1.004762184377419,0.004310336305496675,115.72467668245648,1775857809.0559344
full_loss_1,full_loss_2,conv1.fc1.bias,0.9,0.999,0.01,1e-08,0.0019213994964957237,0.0787195935845375,0.011657536029815674,1.4833834030407504,0.004685340726278531,85.94389692793426,1775857809.056064
full_loss_1,full_loss_2,conv1.fc2.weight,0.9,0.999,0.01,1e-08,0.006901838351041079,0.4004817306995392,0.08136999607086182,0.7633839026428312,0.006428340043536138,88.21740638917105,1775857809.056276
full_loss_1,full_loss_2,conv1.fc2.bias,0.9,0.999,0.01,1e-08,0.020560462027788162,0.78624427318573,0.2624095678329468,0.7051730612474838,0.010559404499109002,55.538239635018655,1775857809.056447
full_loss_2,full_loss_3,conv1.fc0.weight,0.9,0.999,0.01,1e-08,0.0015261650551110506,0.022094599902629852,0.005890163127332926,2.331936348236075,0.008434482411961238,35.58318837233908,1775857820.73476
full_loss_2,full_loss_3,conv1.fc0.bias,0.9,0.999,0.01,1e-08,9.694119285086344e-09,1.6635581800983346e-07,4.033790901303291e-08,2.1628515916875406,0.0076716721181402225,41.109868161503535,1775857820.7349193
full_loss_2,full_loss_3,conv1.conv0.weights1,0.9,0.999,0.01,1e-08,1.4883286212352687e-06,1.310293282585917e-05,5.532078375836136e-06,2.421324185915692,0.013357864463381145,21.880709247644308,1775857820.7419965
full_loss_2,full_loss_3,conv1.conv1.weights1,0.9,0.999,0.01,1e-08,1.9319770672154846e-06,2.2337690097629093e-05,7.364679731836077e-06,2.360970453175971,0.010431165607160005,28.52310862501049,1775857820.7502027
full_loss_2,full_loss_3,conv1.conv2.weights1,0.9,0.999,0.01,1e-08,3.0046908250369597e-06,3.2367592211812735e-05,1.0737174306996167e-05,2.5185597377470756,0.010495348210973712,27.079119673242904,1775857820.7581425
full_loss_2,full_loss_3,conv1.conv3.weights1,0.9,0.999,0.01,1e-08,6.743895028193947e-06,5.49779724678956e-05,2.3585047529195435e-05,2.573454753701796,0.013572669823010027,20.617916548873588,1775857820.7652779
full_loss_2,full_loss_3,conv1.w0.weight,0.9,0.999,0.01,1e-08,9.84191574389115e-05,0.0020949002355337143,0.0009115497232414782,0.9717214468879091,0.013766840273218625,36.84003966487251,1775857820.7656765
full_loss_2,full_loss_3,conv1.w0.bias,0.9,0.999,0.01,1e-08,2.753055249049563e-11,2.8393522200076404e-08,7.912603905424476e-11,3.0923152490630277,8.81661987611104e-05,1395.4171972844122,1775857820.7658212
full_loss_2,full_loss_3,conv1.w1.weight,0.9,0.999,0.01,1e-08,0.0001645473821554333,0.0034199035726487637,0.0009655788308009505,1.5337188333310376,0.008932872404608508,44.18251089569394,1775857820.7661817
full_loss_2,full_loss_3,conv1.w1.bias,0.9,0.999,0.01,1e-08,3.203248430394545e-11,3.014542215851179e-08,1.0322764865122736e-10,2.765987360035434,0.00010833717689046762,1346.2496472506068,1775857820.7663329
full_loss_2,full_loss_3,conv1.w2.weight,0.9,0.999,0.01,1e-08,0.0002441349352011457,0.004721251782029867,0.0015959618613123894,1.3767336605567553,0.010695044670325114,39.34022539018373,1775857820.7666466
full_loss_2,full_loss_3,conv1.w2.bias,0.9,0.999,0.01,1e-08,5.4613442240780685e-11,2.9947621271730895e-08,1.6007106751203537e-10,3.051578335943539,0.000169103759668005,978.0263763219361,1775857820.7667577
