epoch_global,phase,epoch_in_phase,term_mean,term_median,term_p95,term_max,lr,eta_eff_mean,train_bd,train_res,test_full,cos_m_g,reset_opt
1,full_loss_1,1,0.24716629087924957,0.24807694554328918,0.40102773904800415,1.0224651098251343,0.01,0.0024716629087924956,2.8464554044935437,49.133639865451386,2.7038719177246096,0.10864841377240297,False
2,full_loss_1,2,0.10088955610990524,0.09875251352787018,0.17340576648712158,0.9798553586006165,0.01,0.0010088955610990525,1.4004006756676568,33.089186138576935,3.565324401855469,0.337418744478511,False
3,full_loss_1,3,0.04947184398770332,0.04324658587574959,0.10536789894104004,0.9661492109298706,0.01,0.0004947184398770332,1.0802385648091635,30.3824405670166,3.4370155334472656,0.419034646511507,False
4,full_loss_1,4,0.04017333313822746,0.02431526593863964,0.12468599528074265,1.0883502960205078,0.01,0.00040173333138227463,0.9728032853868273,23.55692990620931,3.38096923828125,0.6623093725294653,False
5,full_loss_1,5,0.040068771690130234,0.020993154495954514,0.14073000848293304,0.9664960503578186,0.01,0.00040068771690130237,0.787764581044515,14.410400496588814,4.296438598632813,0.4240653761551861,False
6,full_loss_1,6,0.038634225726127625,0.020012645050883293,0.13793650269508362,0.8966602683067322,0.01,0.00038634225726127627,0.942057556576199,10.557165145874023,4.9700782775878904,0.5368797293329183,False
7,full_loss_1,7,0.038715653121471405,0.020314108580350876,0.13802675902843475,1.1090703010559082,0.01,0.0003871565312147141,0.7313594606187609,9.31676435470581,5.576943588256836,0.7958133282173943,False
8,full_loss_1,8,0.028769314289093018,0.016157638281583786,0.09769667685031891,0.9870102405548096,0.01,0.0002876931428909302,0.6650984287261963,6.174549632602268,5.746949768066406,-0.04279317215843695,False
9,full_loss_1,9,0.03062177635729313,0.017139609903097153,0.10491658002138138,0.9556601047515869,0.01,0.0003062177635729313,0.7997903135087755,4.563127597173055,7.4658866882324215,0.767169405386378,False
10,full_loss_1,10,0.030875571072101593,0.01687672547996044,0.10741963237524033,0.8929263949394226,0.005,0.00015437785536050796,0.6138814237382677,3.28143310546875,7.540667724609375,0.8402873401429888,False
11,full_loss_1,11,0.024583104997873306,0.013966670259833336,0.08284016698598862,0.6750709414482117,0.005,0.00012291552498936654,0.4365042156643338,3.135691934161716,7.500242614746094,0.3084269608915323,False
12,full_loss_1,12,0.020944656804203987,0.011687595397233963,0.07174119353294373,0.5239054560661316,0.005,0.00010472328402101994,0.3409771151012845,3.361388577355279,7.289189147949219,0.6544770659501197,False
13,full_loss_1,13,0.02035447768867016,0.011576835066080093,0.06820967048406601,0.5318570137023926,0.005,0.0001017723884433508,0.3596958306100633,2.9815313551161022,7.925325775146485,0.7701391677693742,False
14,full_loss_1,14,0.020420990884304047,0.011276324279606342,0.07029204070568085,0.4793851375579834,0.005,0.00010210495442152023,0.2773609505759345,2.2940953572591147,7.493440246582031,-0.4114178592168428,False
15,full_loss_1,15,0.021950548514723778,0.01251970324665308,0.07412784546613693,0.5653216242790222,0.005,0.00010975274257361889,0.3790866123305427,2.8286141951878867,7.656503295898437,0.43408027673086064,False
16,full_loss_1,16,0.027025898918509483,0.015360293909907341,0.09183774888515472,0.5848612785339355,0.005,0.00013512949459254742,0.4046969970067342,2.0302910010019937,7.802259826660157,0.05312567185450826,False
17,full_loss_1,17,0.02058541215956211,0.011629213578999043,0.0693172737956047,0.6283453702926636,0.005,0.00010292706079781055,0.30427372720506457,1.926658524407281,7.835924530029297,0.45722511053526776,False
18,full_loss_1,18,0.025998709723353386,0.014936065301299095,0.08792555332183838,0.6010420322418213,0.005,0.00012999354861676694,0.3021409789721171,1.6519458426369562,7.711289978027343,0.9104891752487984,False
19,full_loss_1,19,0.023820361122488976,0.013467931188642979,0.07977650314569473,0.7526118755340576,0.005,0.00011910180561244487,0.2742611355251736,1.9028005202611287,8.063302612304687,0.5319423901654983,False
20,full_loss_1,20,0.029391562566161156,0.017116598784923553,0.09973941743373871,0.5995699763298035,0.0025,7.347890641540289e-05,0.29383738570743134,1.619107511308458,8.025650024414062,0.9129961529731558,False
21,full_loss_1,21,0.027173763141036034,0.01581561006605625,0.09119079262018204,0.5771127343177795,0.0025,6.793440785259008e-05,0.22012473742167155,1.6517803404066298,8.656883239746094,0.933729197738454,False
22,full_loss_1,22,0.03134744614362717,0.018287520855665207,0.1051473617553711,0.5733521580696106,0.0025,7.836861535906792e-05,0.2595028003056844,1.4143185549312167,8.220972442626953,0.9522950005508989,False
23,full_loss_1,23,0.025349106639623642,0.015027521178126335,0.08418503403663635,0.5054925680160522,0.0025,6.337276659905911e-05,0.17778161234325832,1.0845173994700115,8.671540832519531,0.3970275343393266,False
24,full_loss_1,24,0.021683789789676666,0.012564708478748798,0.07223030924797058,0.6239027380943298,0.0025,5.420947447419167e-05,0.2050169030825297,0.9571122195985582,8.528982543945313,0.4371274676973194,False
25,full_loss_1,25,0.029723167419433594,0.017683858051896095,0.09721675515174866,0.9534103870391846,0.0025,7.430791854858399e-05,0.24940558605723911,1.1994959380891588,8.546733856201172,0.6040466828221479,False
26,full_loss_1,26,0.026083093136548996,0.015658827498555183,0.08628012239933014,0.5232673287391663,0.0025,6.52077328413725e-05,0.19100265900293986,0.8245048589176602,8.542501831054688,0.07989744389353498,False
27,full_loss_1,27,0.0377344936132431,0.022465307265520096,0.1260799914598465,0.5882553458213806,0.0025,9.433623403310777e-05,0.1629716780450609,0.8047730094856687,8.598295593261719,0.9189918318722589,False
