epoch_in_phase,train_bd,loss_full
1,1.2922115087509156,1.318170189857483
2,0.9355642616748809,0.9733385443687439
3,0.6124908566474915,0.654020369052887
4,0.3454106956720352,0.36588039994239807
5,0.2788751214742661,0.2897138297557831
6,0.26615013778209684,0.2711227536201477
7,0.23584861755371095,0.24135245382785797
8,0.19421460777521132,0.19825752079486847
9,0.1467401072382927,0.15646576881408691
10,0.18072648495435714,0.18767142295837402
11,0.1805758982896805,0.1826298087835312
12,0.13053325563669205,0.13661670684814453
13,0.13014583811163902,0.13371968269348145
14,0.13172952085733414,0.13680532574653625
15,0.12173213288187981,0.12678678333759308
16,0.10668412372469901,0.11139196157455444
17,0.10765316188335419,0.11369339376688004
18,0.10708935856819153,0.10990176349878311
19,0.0971232920885086,0.10334282368421555
20,0.10148106291890144,0.10687978565692902
21,0.09123691767454148,0.09603235125541687
22,0.0864031508564949,0.09022249281406403
23,0.07599572688341141,0.07993840426206589
24,0.07169469445943832,0.07555358856916428
25,0.07322219833731651,0.07594428956508636
26,0.067052236571908,0.0705060139298439
27,0.069813696667552,0.07344526052474976
28,0.0632637519389391,0.06657423824071884
29,0.059014666453003885,0.06240006536245346
30,0.05728641711175442,0.060065917670726776
31,0.05305332727730274,0.05580190569162369
32,0.05416710004210472,0.05718837305903435
33,0.048215755447745326,0.05077570304274559
34,0.04797846041619778,0.05047151818871498
35,0.0473240502178669,0.049506377428770065
36,0.04564581625163555,0.0480557344853878
37,0.04803287275135517,0.049752332270145416
38,0.03974194973707199,0.04189763590693474
39,0.04608768671751022,0.047375958412885666
40,0.041685673594474795,0.043278783559799194
41,0.03792775422334671,0.03951729089021683
42,0.034427078999578954,0.03601962700486183
43,0.032743175886571406,0.03437909483909607
44,0.03202391751110554,0.03336988762021065
45,0.031862835958600046,0.033280108124017715
46,0.03010761085897684,0.031801193952560425
47,0.028700873628258704,0.030763547867536545
48,0.029087068140506746,0.03098984621465206
49,0.0269619882106781,0.028628947213292122
50,0.026355388388037682,0.028209922835230827
51,0.027654056437313557,0.028994817286729813
52,0.025420248880982398,0.027128322049975395
53,0.025643139518797396,0.027636947110295296
54,0.024644679948687555,0.02652743086218834
55,0.022738699056208133,0.024807609617710114
56,0.023248387780040503,0.024676566943526268
57,0.02388499304652214,0.024908818304538727
58,0.02144908895716071,0.02291821874678135
59,0.021599750220775604,0.023079507052898407
60,0.02059857901185751,0.022541707381606102
61,0.020592567417770623,0.022170206531882286
62,0.019291173852980136,0.020595435053110123
63,0.018946752604097127,0.020445441827178
64,0.018863052409142256,0.020467493683099747
65,0.01851039854809642,0.020001111552119255
66,0.018367886263877153,0.01989724114537239
67,0.017875102814286947,0.01950441114604473
68,0.017598820477724077,0.018969183787703514
69,0.017654131259769203,0.019016647711396217
70,0.01677919812500477,0.01832163892686367
71,0.017331647500395776,0.01877192035317421
72,0.016084597446024418,0.01750846579670906
73,0.0164238715544343,0.017753075808286667
74,0.015641224291175603,0.017137983813881874
75,0.01573593746870756,0.017543194815516472
76,0.015706636663526296,0.01742512360215187
77,0.014866271987557411,0.016126833856105804
78,0.015146067552268504,0.01644548401236534
79,0.014576784614473582,0.01607712358236313
80,0.014321111794561147,0.015926742926239967
81,0.014417216181755066,0.01602786034345627
82,0.014032911881804467,0.015533646568655968
83,0.013559372210875154,0.014833251014351845
84,0.013582390872761608,0.014787162654101849
85,0.013592038489878177,0.014853530563414097
86,0.013200884265825153,0.014518328942358494
87,0.013227394968271255,0.014695379883050919
88,0.013183847442269326,0.014655821025371552
89,0.01282990975305438,0.014120570383965969
90,0.012826546328142285,0.014132510870695114
91,0.012624012492597102,0.014056787826120853
92,0.012489169742912054,0.013892977498471737
93,0.01230724724009633,0.013640952296555042
94,0.012387415952980518,0.013672390021383762
95,0.012027433328330516,0.013354779221117496
96,0.012118718726560474,0.013482154347002506
97,0.011923157190904022,0.013296568766236305
98,0.01171118407510221,0.012958381325006485
99,0.011990717332810163,0.013123761862516403
100,0.011432490218430758,0.012732031755149364
101,0.011581463413313032,0.012951432727277279
102,0.01157086631283164,0.012908084318041801
103,0.011217450629919768,0.01251713652163744
104,0.011115848319604993,0.012344234623014927
105,0.011193829355761409,0.012356582097709179
106,0.011215950082987546,0.012332607991993427
107,0.011085507879033684,0.012214167974889278
108,0.01085769860073924,0.012152536772191525
109,0.010989477206021548,0.012326449155807495
110,0.01099900547415018,0.012292787432670593
111,0.010690296394750476,0.011940480209887028
112,0.010856237867847085,0.011982752941548824
113,0.010737038124352694,0.011906187050044537
114,0.010621388023719192,0.01185409165918827
115,0.010533475317060947,0.011808671057224274
116,0.010438149655237794,0.011718133464455605
117,0.01042007515206933,0.011671983636915684
118,0.010361051186919212,0.01160974521189928
119,0.010268145147711039,0.011539296247065067
120,0.010239272005856037,0.011504876427352428
121,0.010186931397765876,0.011447331868112087
122,0.010157607961446047,0.011410119011998177
123,0.010118625173345209,0.01135506946593523
124,0.01005928311496973,0.011333334259688854
125,0.010082232905551792,0.011377179063856602
126,0.010110292723402381,0.011385837569832802
127,0.010068276338279248,0.011328307911753654
128,0.009996169665828347,0.01125873439013958
129,0.009956617653369904,0.011208324693143368
130,0.009928098553791643,0.011189605109393597
131,0.009923820244148373,0.01120778825134039
132,0.009918782068416477,0.011200733482837677
133,0.009860595874488353,0.011128433980047703
134,0.009830775484442712,0.011083172634243965
135,0.009821518696844578,0.011049912311136723
136,0.009790341090410947,0.011034991592168808
137,0.009784525306895376,0.011054005473852158
138,0.009767192834988236,0.011046803556382656
139,0.00971829597838223,0.0109969237819314
140,0.009701876621693372,0.01095906924456358
141,0.009673281805589795,0.010924132540822029
142,0.009655349981039762,0.01091094221919775
143,0.009637884283438324,0.01089723501354456
144,0.009617789043113589,0.01087800320237875
145,0.009599799243733286,0.010855227708816528
146,0.009585061110556126,0.010832755826413631
147,0.009566574078053235,0.010821289382874966
148,0.009544492419809102,0.010809392668306828
149,0.009520677709951996,0.01079472154378891
150,0.009495945973321795,0.010768158361315727
151,0.009473370714113116,0.010733868926763535
152,0.009448615508154035,0.010708861984312534
153,0.009419631911441684,0.010685985907912254
154,0.009391778195276857,0.010666326619684696
155,0.009361348953098059,0.010633379220962524
156,0.009331771172583103,0.010598122142255306
