epoch_in_phase,train_bd,train_res,test_full
1,2.5310175471835668,639.1461291842991,3.3990734100341795
2,1.4191168785095214,55.289635552300346,1.8642606735229492
3,1.2501844088236491,49.06097878350152,1.257542037963867
4,1.261140113406711,54.4467650519477,1.6956977844238281
5,1.1043049176534017,53.38685014512804,1.2606409072875977
6,1.1425812085469564,42.8260743882921,1.1550931930541992
7,1.025766944885254,37.84500164455838,0.9915678024291992
8,1.113707341088189,36.72672356499566,1.0701698303222655
9,1.0487819883558485,37.3871226840549,1.09612979888916
10,1.0674254417419433,36.09128634134928,0.9842817306518554
11,1.1466245227389866,35.11715571085612,0.9887546539306641
12,1.0498635980818007,34.01965226067437,1.0714210510253905
13,1.1132879734039307,34.53467051188151,1.0723430633544921
14,0.9690223058064779,34.24357032775879,1.0052450180053711
15,1.0330174075232612,33.65642738342285,1.0156933784484863
16,1.085898929172092,33.20910390218099,0.989093017578125
17,0.9447367880079481,32.18618286980523,1.0104047775268554
18,0.9264276610480414,32.31219885084364,0.9629449844360352
19,0.9144898573557536,31.57862006293403,0.9814823150634766
20,0.9519508096906873,31.87859895494249,0.989158821105957
21,0.8889332082536485,31.207211176554363,0.9389999389648438
22,0.8017372396257189,30.811553743150498,0.9317340850830078
23,0.8824891832139757,29.981858995225693,0.9303579330444336
24,0.8636009799109565,30.04186036851671,0.9429091453552246
25,0.7787964714898004,29.20971171061198,0.9038492202758789
26,0.831047789255778,29.30796390109592,0.9262723922729492
27,0.8544747087690565,28.674988004896377,0.9179115295410156
28,0.8200986279381646,28.358200709025066,0.8905987739562988
29,0.7546752823723687,27.3065374162462,0.8627967834472656
30,0.9240108542972141,27.42304865519206,0.8857593536376953
31,0.8069826549953885,26.38224983215332,0.8577655792236328
32,0.785227468278673,25.769285413953995,0.8309474945068359
33,0.7180344952477349,25.343373404608833,0.799147653579712
34,0.6731432914733887,24.352906968858505,0.8195199966430664
35,0.6156645880805122,23.673586951361763,0.7725319862365723
36,0.5492078516218397,23.152869754367405,0.7574835300445557
37,0.5736072116427952,22.35351011488173,0.7472514152526856
38,0.5658233960469564,21.502158482869465,0.7362396240234375
39,0.7371275848812527,21.919311735365127,0.7432186126708984
40,0.6396495766109891,21.068402396308052,0.6819967269897461
41,0.7779643959469266,21.156077702840168,0.6634550094604492
42,0.6358785470326741,20.24774826897515,0.650735330581665
43,0.6815813408957587,19.89757686191135,0.6645030975341797
44,0.6609576145807902,20.026139365302193,0.6610569477081298
45,0.5360271347893609,18.83454418182373,0.6543352603912354
46,0.5702125549316406,19.075177298651802,0.6397845268249511
47,0.6364671071370442,18.881988949245876,0.6298444747924805
48,0.6365944279564751,18.844099256727432,0.6207547664642334
49,0.5778985102971395,18.188639216952854,0.6138044834136963
50,0.6489062574174669,18.56818750169542,0.5859074592590332
51,0.6595862600538466,17.8549222946167,0.5893086433410645
52,0.6227438820732965,17.829761187235516,0.5822450637817382
53,0.6372427781422932,17.46168041229248,0.5771485805511475
54,0.5940291775597466,17.73812707265218,0.5881570816040039
55,0.5979171064164903,17.35551420847575,0.5875992774963379
56,0.572363821665446,17.457408481174046,0.5854378700256347
57,0.5726524750391643,16.71895949045817,0.5961870670318603
58,0.5890547249052259,17.09256426493327,0.5848997116088868
59,0.627327126926846,17.233236736721462,0.5793711185455322
60,0.6199742105272081,17.145537906222874,0.5814140319824219
61,0.5911817232767741,16.68146864573161,0.5894306182861329
62,0.7915780862172445,17.46214230855306,0.5764345169067383
63,0.6367768896950616,17.22326702541775,0.5877899169921875
64,0.5801712724897596,16.258336385091145,0.5844991683959961
65,0.6934375206629435,16.747801038953995,0.5847176074981689
66,0.5737761656443278,16.136661211649578,0.5735047340393067
67,0.5921845436096191,16.33789740668403,0.5764951705932617
68,0.6794557227028741,17.302137692769367,0.5873298645019531
69,0.6121656285391913,15.865857548183865,0.5615803241729737
70,0.5771674659517076,16.315708584255642,0.5726432800292969
71,0.519083234998915,15.967609935336643,0.5734501361846924
72,0.6632342868381076,16.50746112399631,0.5700029373168946
73,0.6721121046278212,16.76838864220513,0.5662649631500244
74,0.5721296946207682,15.889685100979275,0.5680381298065186
75,0.5725350909762912,15.800615628560385,0.5672754287719727
76,0.6347199704911973,16.48766114976671,0.5644262313842774
77,0.5958693981170654,16.604079246520996,0.5609970092773438
78,0.5856070995330811,15.718785921732584,0.5631152153015136
79,0.6317572699652778,15.664716720581055,0.5660842895507813
80,0.6351027117835151,15.867957644992405,0.5667641162872314
81,0.5711964183383518,15.576231744554308,0.5674744129180909
82,0.5744949711693658,15.508697827657064,0.5665716171264649
83,0.5729670047760009,15.614684634738499,0.565316915512085
84,0.6338717142740885,16.48435179392497,0.5620678901672364
85,0.6183993710411919,15.607339011298286,0.5596013545989991
86,0.6064333544837104,15.930793444315592,0.5642959594726562
87,0.6420264032151964,16.022999657524956,0.5694785118103027
88,0.6310820049709744,16.11361493004693,0.5699453353881836
89,0.607511329650879,16.170978652106392,0.5714729309082032
90,0.5660046047634548,15.887675497266981,0.5681685447692871
91,0.5215600808461507,15.41632726457384,0.5659494400024414
92,0.602340735329522,15.381710476345486,0.5605032444000244
93,0.6208514504962497,15.875845697191027,0.569497013092041
94,0.590900182723999,15.684581438700357,0.5730545997619629
95,0.5355715645684136,15.047786394755045,0.5698326110839844
96,0.5523111714257134,15.525046454535591,0.5686592102050781
97,0.6087342686123318,15.701862547132704,0.5673603057861328
98,0.5180079460144043,15.34597905476888,0.5641202926635742
99,0.691701168484158,16.40637101067437,0.5727082252502441
100,0.6431072288089328,16.055104573567707,0.5678140163421631
101,0.609041256374783,15.748970243665907,0.5667803764343262
102,0.5964943514929877,15.510631561279297,0.564568042755127
103,0.6891533215840657,16.082900259229874,0.5698893547058106
104,0.6067959096696641,15.44080236223009,0.5703729152679443
105,0.6585405190785726,15.896368026733398,0.5681293487548829
106,0.6190321418974135,15.328610314263237,0.5619026184082031
107,0.6363343159357707,15.936297310723198,0.5663329124450683
108,0.6747231774859959,15.682364887661404,0.563889741897583
109,0.6558386749691434,15.680417696634928,0.5573535919189453
110,0.5696617921193441,15.599835077921549,0.5602277755737305
111,0.5951368543836806,15.404152976142036,0.560051965713501
112,0.5807828505833944,15.881257481045193,0.5611393928527832
113,0.5915879726409912,15.537378523084852,0.5591366291046143
114,0.5906276596917046,15.109041213989258,0.5589030265808106
115,0.5505305422676934,15.633431328667534,0.5561812877655029
116,0.5627385404374864,15.359213087293837,0.5613680839538574
117,0.5516971720589532,15.94115596347385,0.5599700927734375
118,0.4965759939617581,15.149165895250109,0.5635981559753418
119,0.6207829395929972,15.552027702331543,0.5633705139160157
120,0.6023439142439101,15.721986134847006,0.5612195491790771
121,0.5356562667422824,15.445526864793566,0.5607058525085449
122,0.5558427863650852,15.536974906921387,0.5642693519592286
123,0.6559392982059055,15.270537376403809,0.5601701736450195
124,0.5908359050750732,15.341871791415745,0.5597825527191163
125,0.6764439794752333,16.310320748223198,0.5584687709808349
126,0.6772354337904188,16.11290380689833,0.5616831302642822
127,0.561759164598253,14.98579872979058,0.5594741821289062
128,0.6158259630203247,15.635474734836155,0.5659074783325195
129,0.5036465062035455,14.93230554792616,0.5625604629516602
130,0.7116221745808919,15.906549665662977,0.5633432388305664
131,0.6035209046469794,15.541094779968262,0.5631714820861816
132,0.5990510516696506,16.069559627109104,0.5654065132141113
133,0.6261486583285861,15.358748330010307,0.5630510807037353
134,0.6222288078731961,15.329836421542698,0.5628623008728028
135,0.6155628204345703,15.385053422715929,0.5647463798522949
136,0.5503347131941053,15.285243458218044,0.5596367359161377
137,0.5787418286005656,15.456055853101942,0.5597878456115722
138,0.5831177817450629,15.791431956821018,0.5610831260681153
139,0.677686423725552,15.565714200337728,0.5579327583312989
140,0.5614012426800198,15.129037963019478,0.5574522018432617
141,0.7078468534681532,15.980190171135796,0.5641372680664063
142,0.6121875339084202,16.02960459391276,0.5648515701293946
143,0.6836727566189236,16.400386068556045,0.568469762802124
