epoch_in_phase,loss_boundary,loss_full
1,1.0225147128105163,1.0762741565704346
2,1.0363255143165588,0.9712473154067993
3,1.0474792003631592,0.8937265872955322
4,1.0586846590042114,0.8375352025032043
5,1.0680875778198242,0.794612467288971
6,1.0767892718315124,0.759628415107727
7,1.0860030055046082,0.729687511920929
8,1.096031951904297,0.7032657265663147
9,1.105951738357544,0.6799880266189575
10,1.1159300923347473,0.6600989699363708
11,1.126707637310028,0.6433663368225098
12,1.1377971410751342,0.6293355822563171
13,1.1478309988975526,0.617617666721344
14,1.156119179725647,0.6078101396560669
15,1.1616695046424865,0.5993402600288391
16,1.1629258871078492,0.5913802981376648
17,1.1538860559463502,0.5851457118988037
18,1.145334243774414,0.5744782090187073
19,1.117049264907837,0.5655394196510315
20,1.091975176334381,0.5537520051002502
21,1.0643073678016663,0.5446467399597168
22,1.041925811767578,0.5376788377761841
23,1.0151900887489318,0.5284537076950073
24,0.9763788104057312,0.5177186131477356
25,0.9360271155834198,0.5041930675506592
26,0.8841444194316864,0.4903004765510559
27,0.8344778001308442,0.47582319378852844
28,0.784870719909668,0.46184292435646057
29,0.741127610206604,0.449798583984375
30,0.6959615349769592,0.43805280327796936
31,0.6529450118541718,0.42774292826652527
32,0.6106249928474426,0.41837307810783386
33,0.5697134554386138,0.4100174307823181
34,0.530281937122345,0.4022516906261444
35,0.49583074152469636,0.3963008224964142
36,0.4491563707590103,0.38741862773895264
37,0.40910686254501344,0.38077202439308167
38,0.3702078700065613,0.37513554096221924
39,0.32916410863399503,0.3696838319301605
40,0.28813219368457793,0.3637814521789551
41,0.25013038367033,0.3594435453414917
42,0.23060644865036012,0.35569244623184204
43,0.21372564882040024,0.35373106598854065
44,0.19766247570514678,0.3527408838272095
45,0.1804618775844574,0.3498935103416443
46,0.16483926326036452,0.35041266679763794
47,0.14869247376918793,0.3480597734451294
48,0.13411534428596497,0.3451937735080719
49,0.125228650867939,0.3487512171268463
50,0.11339943781495095,0.3449172079563141
51,0.10837887525558472,0.3513069748878479
52,0.10222947001457214,0.34502121806144714
53,0.09700907245278359,0.34191563725471497
54,0.09125767499208451,0.3411541283130646
55,0.08422575667500495,0.3359432518482208
56,0.08212616816163062,0.3413611948490143
57,0.0751957766711712,0.3344863951206207
58,0.0699610460549593,0.3302902579307556
59,0.06859430596232415,0.3340037167072296
60,0.062151243165135386,0.33427339792251587
61,0.06031507886946201,0.34281638264656067
62,0.054155382141470906,0.3275579512119293
63,0.05559201538562775,0.3280603289604187
64,0.05030452273786068,0.32457754015922546
65,0.04728228710591793,0.3241308331489563
66,0.047985294833779335,0.3305478096008301
67,0.05039827562868595,0.33569207787513733
68,0.042731388658285144,0.3229984641075134
69,0.045661475881934165,0.33258116245269775
70,0.04276025705039501,0.3324788808822632
71,0.045495173707604405,0.3352894186973572
72,0.03732546865940094,0.32649120688438416
73,0.03654970731586218,0.3179132640361786
74,0.03727499861270189,0.3354651927947998
75,0.03502096850425005,0.31966444849967957
76,0.034399627894163134,0.3173380494117737
77,0.03859450854361057,0.3449428379535675
78,0.03175805285573006,0.32297635078430176
79,0.03032605517655611,0.3217364251613617
80,0.029688951186835767,0.3219345510005951
81,0.03275706712156534,0.3390350341796875
82,0.02674775179475546,0.32245346903800964
83,0.026940774545073508,0.3254842162132263
84,0.02900527063757181,0.325792133808136
85,0.03239983636885881,0.34719669818878174
86,0.028036336600780486,0.3362804055213928
87,0.02555624842643738,0.32650893926620483
88,0.024389161355793477,0.32316333055496216
89,0.024178322218358517,0.32308894395828247
90,0.024730581603944302,0.3229736387729645
91,0.025464713387191296,0.3328443169593811
92,0.02468199785798788,0.3262556493282318
93,0.022911232244223357,0.3247685730457306
94,0.024350551888346672,0.3369919955730438
95,0.022283426765352488,0.3164580464363098
96,0.022874112986028195,0.31825506687164307
97,0.024508980102837086,0.33587542176246643
98,0.0228325386531651,0.3243172764778137
99,0.0330152940005064,0.3528769612312317
100,0.021344892773777248,0.3233538866043091
101,0.03097859751433134,0.34636834263801575
102,0.042797624878585336,0.3750985860824585
103,0.02184738516807556,0.3365944027900696
104,0.024194982554763555,0.34029367566108704
105,0.0384495647624135,0.3730107843875885
106,0.026517129875719546,0.34146514534950256
107,0.02234099544584751,0.3287029564380646
108,0.022177241556346417,0.33635208010673523
109,0.023743644542992114,0.33634206652641296
110,0.022598209232091902,0.34220272302627563
111,0.021256629563868045,0.3325309455394745
112,0.02603529905900359,0.35126352310180664
113,0.0222870915196836,0.3414924740791321
114,0.03638973822817206,0.37945061922073364
115,0.02035197662189603,0.3253314793109894
116,0.03516975827515125,0.37807342410087585
117,0.034297529328614476,0.37738266587257385
118,0.033249431662261485,0.37678295373916626
119,0.02218345170840621,0.3296600878238678
120,0.031579726934432985,0.3764263093471527
121,0.027861509006470442,0.3636368215084076
122,0.026052392926067112,0.3586885929107666
123,0.022612813860177994,0.3305034041404724
124,0.022845984436571598,0.3426124155521393
125,0.029194793477654458,0.37650442123413086
126,0.02902113040909171,0.37644660472869873
127,0.02439612615853548,0.35427117347717285
128,0.023356157168745995,0.3331355154514313
129,0.028667301777750252,0.3778327405452728
130,0.022866222355514765,0.3345559537410736
131,0.02909940928220749,0.37920525670051575
132,0.02286793626844883,0.32801753282546997
133,0.02943143658339977,0.3798340857028961
134,0.029282812867313622,0.37994128465652466
135,0.024297944456338882,0.3565491735935211
136,0.02344929752871394,0.33431318402290344
137,0.028316380549222232,0.38010579347610474
138,0.028004832193255426,0.3801707327365875
139,0.027600187063217162,0.38020193576812744
140,0.0272229827940464,0.38019096851348877
141,0.02672791453078389,0.3801978528499603
142,0.026491266582161187,0.3802185356616974
143,0.025910942535847425,0.3280538320541382
144,0.025675345864146947,0.33152133226394653
145,0.02511736862361431,0.3456244468688965
146,0.023045509587973356,0.35734307765960693
147,0.02414831696078181,0.33449000120162964
148,0.02499283105134964,0.3460448086261749
149,0.02645226065069437,0.38195398449897766
150,0.022203174699097872,0.34973496198654175
151,0.024007119797170164,0.34184539318084717
152,0.026891289092600346,0.38259750604629517
153,0.024440138414502145,0.3382200002670288
154,0.02560845036059618,0.3320177495479584
155,0.024365953542292117,0.35469380021095276
156,0.027405680622905493,0.38283783197402954
157,0.027381717506796122,0.38275739550590515
158,0.027305043861269952,0.382616251707077
159,0.02208784157410264,0.34065693616867065
160,0.023377928230911494,0.3373757600784302
161,0.026858457643538714,0.38234806060791016
162,0.02289530383422971,0.34183672070503235
163,0.022883978392928838,0.3583860397338867
164,0.026756525225937366,0.38234689831733704
165,0.022235353104770185,0.3362366557121277
166,0.026680476125329734,0.3823336064815521
167,0.02662268588319421,0.38233131170272827
168,0.02288315389305353,0.3417348861694336
169,0.0214276977814734,0.34407854080200195
170,0.0220704254694283,0.34112071990966797
171,0.023545642010867597,0.3379822075366974
172,0.026696472056210042,0.38257962465286255
173,0.02675882438197732,0.3826218843460083
174,0.024526258278638125,0.36880165338516235
175,0.023705474101006985,0.33229461312294006
176,0.023727352544665337,0.3332769274711609
177,0.026657402887940405,0.3823794722557068
178,0.023178619518876075,0.34624433517456055
179,0.026573444437235593,0.382167786359787
180,0.025326924026012422,0.32146644592285156
181,0.026452951971441506,0.3819955587387085
182,0.026410099398344756,0.38194650411605835
183,0.026350987516343592,0.38189420104026794
184,0.021332987770438194,0.34975025057792664
185,0.023534713219851254,0.35370492935180664
186,0.022398509550839663,0.3580537438392639
187,0.02233641277998686,0.33465084433555603
188,0.02110712705180049,0.34385594725608826
189,0.026159196998924016,0.3818402588367462
190,0.02127771293744445,0.3497193455696106
191,0.02371796816587448,0.3270834684371948
192,0.02619170742109418,0.38197964429855347
193,0.02544751949608326,0.32136496901512146
194,0.02170805037021637,0.3360460698604584
195,0.026274756900966166,0.38220125436782837
196,0.026279529090970755,0.38221749663352966
197,0.02623453373089433,0.38219505548477173
198,0.026231341250240802,0.382152795791626
199,0.021622754726558925,0.3409215807914734
200,0.021637133788317442,0.3409109115600586
