epoch_in_phase,train_bd,train_full,test_full,test_step,train_res
1,0.1206264570762869,0.6196445114910603,0.22451791167259216,0.19622326418757438,0.6314810490468517
2,0.1147809797548689,0.28294641710817814,0.3096425235271454,0.272469075024128,0.0756122370949015
3,0.10034432712709532,0.22417513839900494,0.19428914785385132,0.16939861625432967,0.03755062167765573
4,0.09913764694938436,0.16097982414066792,0.172163188457489,0.1509498130530119,0.018098921776982024
5,0.08774957535788416,0.14377831667661667,0.11993986368179321,0.10395938716828823,0.01460873315227218
6,0.08445866748224944,0.1280815377831459,0.11466473340988159,0.09987537302076817,0.01346790008537937
7,0.07601044327020645,0.12275195214897394,0.0938677191734314,0.0804229125380516,0.0144320272578625
8,0.06870058323256671,0.11150339525192976,0.07689052075147629,0.06565499007701874,0.014484954546787776
9,0.06512547961319796,0.10354870650917292,0.08590782433748245,0.07392210215330124,0.01214723430603044
10,0.059638219920452686,0.10813999082893133,0.09631507098674774,0.08251787777990102,0.016124777364893816
11,0.0631150872737635,0.09799478203058243,0.0693858191370964,0.05854778196662665,0.012664111240883357
12,0.062482667778385806,0.09210918936878443,0.11227931082248688,0.09698360338807106,0.011602618190227076
13,0.060071882250485945,0.10631629917770624,0.07155226171016693,0.060690281260758636,0.014870094758225604
14,0.062381093006115405,0.08193457126617432,0.07264464348554611,0.061429495178163054,0.007527655466401484
15,0.060882789478637275,0.08549563772976398,0.0804399698972702,0.06868041604757309,0.010586451020208188
16,0.05732785710715689,0.0787677033804357,0.07345051318407059,0.062210862152278425,0.008590807948348812
17,0.05639794355956838,0.0790729895234108,0.07587115466594696,0.06418708004057408,0.009340395337494556
18,0.05750309074064717,0.0799731332808733,0.09213180840015411,0.07871549176052213,0.008665889574331231
19,0.06108499526162632,0.09313566703349352,0.10967695713043213,0.09449159763753415,0.008980294190405403
20,0.053378037991933525,0.09455981105566025,0.08048109710216522,0.06893828911706805,0.010608053374744486
21,0.050025507935788485,0.079319360665977,0.07671257853507996,0.06434528585523366,0.008978266928170341
22,0.04849211959808599,0.076408960390836,0.06980884075164795,0.058505667559802535,0.008844585452607134
23,0.04899861931335181,0.06661620549857616,0.06729312241077423,0.05625290125608444,0.006631202624703292
24,0.05040018861182034,0.06999987922608852,0.062451452016830444,0.052630441077053544,0.007573324885015609
25,0.04966341605759226,0.07277343282476068,0.07900184392929077,0.06579636167734862,0.00780275612269179
26,0.04767807054740843,0.0748582985252142,0.07747623324394226,0.06466657212004065,0.007691216300736414
27,0.04847374180681072,0.07326743891462684,0.06972011923789978,0.05880691781640053,0.007132223150983918
28,0.048515504703391346,0.06885874178260565,0.06677332520484924,0.0558428606018424,0.007072742799209664
29,0.04760184005717747,0.06539519084617496,0.0711396113038063,0.06041259281337261,0.006183670576501754
30,0.045993982336949554,0.06737708719447255,0.06760840117931366,0.056211913377046584,0.006657579573584371
31,0.04379301752196625,0.060955753084272146,0.06212892383337021,0.05137742110528052,0.005499675936880522
32,0.043806541344383734,0.05921220500022173,0.06323530524969101,0.05313105620443821,0.0058010068903968206
33,0.04287918375339359,0.06007059011608362,0.0683082863688469,0.057112792134284975,0.005374232730537188
34,0.04623944650229532,0.062182100024074316,0.05861122906208038,0.04901360841467976,0.005607172815507511
35,0.04585598289268091,0.06611850252375007,0.06079326942563057,0.05032423073425889,0.006083868177665863
36,0.04532821650791448,0.06392431631684303,0.06842322647571564,0.057110203057527544,0.004974567933459184
37,0.042204511218005794,0.061408551409840584,0.05129212141036987,0.04251295840367675,0.005638907154207118
38,0.0452293275797274,0.05603433260694146,0.05944456905126572,0.04932858292013407,0.004567208703520009
39,0.04239698585588485,0.05830862605944276,0.06536571681499481,0.054418154805898664,0.0048115450765180865
40,0.0426835312449839,0.06054174015298486,0.050761666148900986,0.04232524009421468,0.005244042699268902
41,0.040877467562677336,0.059644324239343405,0.06213954836130142,0.05156296738423407,0.004397333840097417
42,0.03913002373010386,0.057459451258182526,0.050769247114658356,0.04202127978205681,0.004874819797987584
43,0.039747737825382504,0.057131202891469,0.05701982229948044,0.04717543185688555,0.004537393675127533
44,0.03891013583634049,0.05870638648048043,0.054420121014118195,0.04501545624807477,0.004884804794710362
45,0.037538292235694826,0.05972887575626373,0.05204923823475838,0.043229589611291884,0.004935295818722807
46,0.03742268172791228,0.05785102304071188,0.055164411664009094,0.04563488233834505,0.004608318487225915
47,0.03923879289941397,0.060049607418477535,0.05288029462099075,0.043845122773200275,0.004786103348305914
48,0.03854665902035777,0.06003490602597594,0.05266173928976059,0.04347519832663238,0.004732622769734007
49,0.037471808440750466,0.05871978821232915,0.05056827515363693,0.042235775385051966,0.0046562294985051265
50,0.036280794552294535,0.05905716819688678,0.05502639710903168,0.04606060376390815,0.004476109986717347
51,0.036278402572497724,0.06413015397265553,0.05672509968280792,0.047110951086506245,0.005026547933812253
