epoch_in_phase,loss_boundary,loss_full,loss_res
1,0.014686061907559634,0.6702976226806641,44.888131332397464
2,0.014564512483775615,0.661371111869812,43.689962768554686
3,0.015004046354442835,0.652438223361969,42.50652236938477
4,0.015609647240489721,0.6441300511360168,37.20597478300333
5,0.016727589443325995,0.6346606016159058,40.19863739013672
6,0.01774519747123122,0.6258265376091003,39.07555313110352
7,0.018775240704417228,0.6169908046722412,37.968027114868164
8,0.019820209592580795,0.608206033706665,36.88267288208008
9,0.020841595903038978,0.5994215607643127,35.8129524230957
10,0.021844990737736224,0.5907015204429626,34.76669044494629
11,0.02277098800987005,0.5819792151451111,33.73550186157227
12,0.023703185468912126,0.5733211040496826,32.7272647857666
13,0.02455404233187437,0.5646637678146362,31.734303092956544
14,0.02542901746928692,0.55606609582901,30.763325500488282
15,0.026217297092080115,0.5474811792373657,29.808661651611327
16,0.027009267918765546,0.5389459133148193,28.874457931518556
17,0.027725441567599773,0.5304428935050964,27.958434867858887
18,0.028621624410152435,0.5240961909294128,21.584478764235975
19,0.02858481016010046,0.5141911506652832,23.604183925688268
20,0.029308820329606532,0.505763053894043,22.83774756938219
21,0.029243471287190913,0.4983581602573395,19.650965746026486
22,0.02995713669806719,0.48853081464767456,23.658057403564452
23,0.03008700702339411,0.4812023639678955,20.551192657649516
24,0.03032711148262024,0.472036749124527,22.06406135559082
25,0.03024301677942276,0.4645534157752991,19.193569193780423
26,0.03146004676818848,0.45794230699539185,16.350600597821177
27,0.030881413817405702,0.45026862621307373,13.836247698776424
28,0.030363488383591174,0.43945756554603577,19.078103637695314
29,0.030137835443019866,0.43142709136009216,18.375271224975585
30,0.029966812394559384,0.42339834570884705,17.685854530334474
31,0.029828537628054617,0.4154089689254761,17.012908363342284
32,0.029362799413502217,0.4080725610256195,14.768267018347979
33,0.02915499322116375,0.40014034509658813,14.19099546968937
34,0.029450765065848827,0.3922078609466553,13.621811554580926
35,0.029400305449962617,0.386028528213501,10.215621775574983
36,0.028505153208971023,0.376492440700531,12.535576948523522
37,0.02762805502861738,0.36894795298576355,11.982151210680604
38,0.02698591835796833,0.3611718714237213,11.47315250299871
39,0.028190413303673268,0.35496392846107483,8.563631346449256
40,0.025223853066563606,0.34606310725212097,9.407879852317274
41,0.0247594753280282,0.33829811215400696,9.009141950495541
42,0.0235771007835865,0.3296125531196594,10.62112054824829
43,0.02283081542700529,0.32283902168273926,9.129745602980256
44,0.022419763170182704,0.31543564796447754,8.666962514817715
45,0.021725636348128317,0.3078717887401581,8.2463878441602
46,0.023390116170048714,0.30303308367729187,6.004102274030447
47,0.02154783010482788,0.29510581493377686,5.057645231112838
48,0.02003869051113725,0.28661811351776123,5.548857862874866
49,0.01839403798803687,0.2774893343448639,6.757276646792889
50,0.01804135777056217,0.2700357139110565,6.390045505017042
51,0.018390840385109186,0.26360106468200684,5.940945913270116
52,0.017792516574263572,0.2563517093658447,5.060095981508494
53,0.01817070972174406,0.25029483437538147,4.13100160099566
54,0.017483278922736645,0.2421007752418518,4.913670540601015
55,0.019722014851868152,0.23693253099918365,2.6846979038789867
56,0.01931160958483815,0.23147627711296082,2.4191989534534515
57,0.01718151643872261,0.22219209372997284,2.474829425336793
58,0.01562893679365516,0.21447889506816864,3.0484584051650017
59,0.01763970507308841,0.2089264988899231,3.066118627600372
60,0.016437708120793103,0.20318667590618134,1.531824329867959
61,0.016567541193217038,0.19660036265850067,1.7218953131930903
62,0.01637305086478591,0.18972496688365936,1.5987778100185097
63,0.01626918911933899,0.18453660607337952,1.179708977555856
64,0.013099989667534829,0.17280292510986328,2.0519030211959035
65,0.013399381563067437,0.1677924245595932,1.7604656429961323
66,0.014585126005113126,0.1639067828655243,0.9847421162296086
67,0.012565459124743938,0.1549231857061386,1.6515747332014143
68,0.013707518531009554,0.14925333857536316,1.1307261852547525
69,0.011880126781761646,0.14226968586444855,1.15525847193785
70,0.01289321891963482,0.13839255273342133,0.848152085300535
71,0.011946206679567695,0.13191720843315125,0.7410517876967788
72,0.01171272611245513,0.12680712342262268,0.5726671118289233
73,0.010919361095875501,0.1175006851553917,0.8099040815606713
74,0.012395667238160967,0.11448802053928375,0.7130739745218306
75,0.010148410545662045,0.10763075202703476,0.580293033644557
76,0.01044964585453272,0.10471261292695999,0.39954593824222684
77,0.010899955499917268,0.09928752481937408,0.42296828897669914
78,0.011181780835613608,0.09703841805458069,0.3089775470085442
79,0.009397586714476347,0.08815787732601166,0.3926746631972492
80,0.01202576826326549,0.09743994474411011,0.1496172344777733
81,0.011673521948978305,0.08970090746879578,0.26901974342763424
82,0.018718799017369746,0.10377803444862366,0.12865941911004483
83,0.010791580844670533,0.07970550656318665,0.3389503502286971
84,0.010316231288015842,0.08975321054458618,0.18255374575965105
85,0.014892765274271368,0.09584618359804153,0.16690049744211138
86,0.011213935911655426,0.09069236367940903,0.12447686763480306
87,0.011502655735239387,0.08849717676639557,0.13336917785927654
88,0.011781767988577486,0.09798739850521088,0.08461997897829861
89,0.017095807148143648,0.10334824025630951,0.1051262114662677
90,0.01583969728089869,0.10750427842140198,0.07091837690677494
91,0.01164771425537765,0.09112942963838577,0.12156621543690563
92,0.011886483058333397,0.10575293004512787,0.06637313719838858
93,0.01296118488535285,0.10891358554363251,0.060927092540077867
94,0.00972219007089734,0.09387785941362381,0.13887088228948413
95,0.0111466477625072,0.10235801339149475,0.09447852314915509
96,0.010836169542744755,0.10126256942749023,0.12881122928811237
97,0.026439777854830027,0.12492542713880539,0.08490094265434892
98,0.02708529173396528,0.12913140654563904,0.10745912939310073
99,0.0146413697861135,0.11195611208677292,0.05160991568118334
100,0.020030685979872943,0.09246731549501419,0.23144466252997517
101,0.018580163549631833,0.11563737690448761,0.0444618197157979
102,0.018341727927327155,0.09634708613157272,0.08133219829760492
103,0.018509733211249112,0.11564869433641434,0.04443113724701107
104,0.01789535293355584,0.12723705172538757,0.045010832510888575
105,0.019118148554116487,0.08644776791334152,0.11604930981993675
106,0.015340956300497055,0.10379265248775482,0.04671589273493737
107,0.019082129281014205,0.08686557412147522,0.12964743990451097
108,0.014711431879550218,0.10273627936840057,0.06405065639410168
109,0.016721545439213514,0.0944402813911438,0.06849117905367166
110,0.01780998716130853,0.12822531163692474,0.044465079065412284
111,0.01780763678252697,0.1284371167421341,0.044355288986116646
112,0.015025954879820346,0.10787905007600784,0.04352605477906764
113,0.01779585098847747,0.128832146525383,0.04414132600650191
114,0.01422054278664291,0.10448422282934189,0.04617893169634044
115,0.015718891657888888,0.10274870693683624,0.12926305904984475
116,0.015530768176540732,0.11301504075527191,0.042840418545529245
117,0.013745741080492735,0.10480333864688873,0.0459435508120805
118,0.015024087112396955,0.11144452542066574,0.10377057297155261
119,0.014348939573392273,0.09650418162345886,0.13252791310660542
120,0.014943496603518725,0.09505797177553177,0.06368084689602256
121,0.015096338372677565,0.11393845081329346,0.04232692206278443
122,0.018192028813064098,0.1311735212802887,0.042944350745528936
123,0.012503877095878125,0.10451686382293701,0.06293543574865908
124,0.01837329864501953,0.1317461133003235,0.04265990750864148
125,0.018462213082239033,0.1320008933544159,0.042534682992845775
126,0.013812971208244562,0.09575838595628738,0.06782148918136954
127,0.017011058144271375,0.12092386186122894,0.12896897103637456
128,0.0186880175024271,0.13264954090118408,0.04220683919265866
129,0.01308133415877819,0.10821032524108887,0.0795455664396286
130,0.013922466104850173,0.09833476692438126,0.1245101329870522
131,0.018858901457861066,0.1331581324338913,0.04195894682779908
132,0.018918960029259323,0.133305624127388,0.041884234827011826
133,0.011670681415125728,0.10643676668405533,0.04483100236393511
134,0.019029813539236783,0.133588507771492,0.04174325745552778
135,0.01673529064282775,0.12093646824359894,0.0418138231150806
136,0.01912383399903774,0.13386043906211853,0.0416075418703258
137,0.01915632081218064,0.13398338854312897,0.04154321197420359
138,0.01916765235364437,0.13406941294670105,0.041495738085359335
139,0.014103347156196832,0.08902376145124435,0.16796647515147925
140,0.019177771219983698,0.13421891629695892,0.04140895884484053
141,0.01121880835853517,0.10677334666252136,0.044569911039434376
142,0.012941754097118974,0.10926367342472076,0.07910688682459295
143,0.011624602181836963,0.10611262172460556,0.06207610771525651
144,0.019334832206368446,0.13464683294296265,0.04119215132668615
145,0.017480439506471157,0.12301936745643616,0.1283776381984353
146,0.019418410118669273,0.13486360013484955,0.04108230182901025
147,0.01294752606190741,0.10962416231632233,0.07897971761412918
148,0.010937390848994255,0.10706914216279984,0.04435801843646914
149,0.012010035617277027,0.11108410358428955,0.041393948579207064
150,0.019535064091905953,0.1352396160364151,0.04089518906548619
151,0.017622703080996872,0.1235501766204834,0.12826028736308218
152,0.011763722728937864,0.097101591527462,0.0795695101376623
153,0.010770941898226739,0.10730132460594177,0.04419980118982494
154,0.011523111816495657,0.10676988959312439,0.061761850491166115
155,0.011784232733771206,0.11143597215414047,0.04116812637075782
156,0.013050064025446773,0.11035873740911484,0.07870477759279311
157,0.011757031362503768,0.10078756511211395,0.07359444058965892
158,0.011535901064053177,0.10715590417385101,0.06157970742788166
159,0.020395309291779996,0.1366395503282547,0.0402430777437985
160,0.020520244352519514,0.13681501150131226,0.04016185877844691
161,0.013507450651377439,0.0932779312133789,0.06638796427287161
162,0.013679243950173258,0.11780683696269989,0.04015402197837829
163,0.011035236716270446,0.10184848308563232,0.05657995571382344
164,0.013342716684564947,0.1112823560833931,0.07837349204346537
165,0.021127053909003733,0.1377154141664505,0.03975345436483622
166,0.01055653002113104,0.10678541660308838,0.05005433699116111
167,0.01897236201912165,0.12593255937099457,0.12762634549289942
168,0.013740503462031484,0.1185464859008789,0.03978940919041633
169,0.013526935828849673,0.11181914061307907,0.07819871813990176
170,0.01055722839664668,0.1071007028222084,0.04988809851929545
171,0.011220573238097132,0.10299760848283768,0.12881588125601412
172,0.01201953594572842,0.09459660947322845,0.06690747153479606
173,0.022037223167717456,0.13910342752933502,0.03912595734000206
174,0.022155551915057005,0.13926884531974792,0.039051324408501384
175,0.013591918908059598,0.09344872832298279,0.17879250729456544
176,0.022329167206771673,0.13954758644104004,0.03892969908192754
177,0.02239134502597153,0.13965126872062683,0.038883929047733544
178,0.010393222724087537,0.10931968688964844,0.04304872725624591
179,0.017006259830668568,0.1257055252790451,0.039611286111176015
180,0.022490542382001877,0.13991548120975494,0.03875816520303488
181,0.010388043196871876,0.10944148898124695,0.04296922748908401
182,0.016994441440328956,0.1259116679430008,0.03950138781219721
183,0.022597059793770313,0.1401877999305725,0.03862415188923478
184,0.0169747247826308,0.12604817748069763,0.03941693399101496
185,0.010276613663882017,0.09667300432920456,0.08009517979808152
186,0.02007851065136492,0.12804505228996277,0.1271567724645138
187,0.010728181712329388,0.10806431621313095,0.04936619913205505
188,0.022727607795968652,0.140595480799675,0.038399286940693854
189,0.022724343393929303,0.14065468311309814,0.03836691612377763
190,0.01686525661498308,0.1263376921415329,0.03921206137165427
191,0.02266700556501746,0.14072667062282562,0.03832032810896635
192,0.022610404365696012,0.14073608815670013,0.03830594457685947
193,0.01095458590425551,0.09716978669166565,0.10660166833549738
194,0.012104658246971666,0.10957090556621552,0.06055965141858906
195,0.016809202753938733,0.11967593431472778,0.1013033996336162
196,0.01407792151439935,0.11349831521511078,0.07770615350455046
197,0.016723382100462914,0.11971057206392288,0.10131016382947564
198,0.022229399043135346,0.14076830446720123,0.03824845217168331
199,0.010441033076494933,0.10977832973003387,0.04265892785042524
200,0.011990300891920925,0.10963926464319229,0.06054723090492189
